what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234208625
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234208906
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1282234216031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234235500
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234236375
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234236421
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234237093
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282234239062
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282234239171
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282234289312
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282234311906
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1282234322046
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282234328125
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282234328906
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1282234338843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234340546
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234340781
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234343937
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234344140
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234349390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234350203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234350265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282234350875
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282234352937
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282234353062
