what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282236392453
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282236394531
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236398156
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236400125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236400359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236405687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236424968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236424968
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236425031
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236438953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236441171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236448671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236453234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236455031
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236455031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282236455109
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282237003500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282237004500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282237012187
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282237285781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282238081796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282238082203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282238082765
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282238085203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282238085250
