what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715595218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715627625
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715627640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715627718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715634859
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282715666890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715672609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715897906
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282715899531
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715968390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715969359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715969437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715970125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715970281
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715971906
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282715973156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715989703
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282715999953
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282716001812
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.toggleOverwrite,1282716064656
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.toggleOverwrite,1282716065515
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282716065843
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282716066140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282716066375
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282716066546
