what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282791573062
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791574234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791576015
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791581343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791582343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791582406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791582937
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791583078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791588468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282791597312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791601031
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791602000
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791602046
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791602703
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791602843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791606484
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791618703
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791640437
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791655046
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791656015
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791656093
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791656781
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791656921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791658937
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282791670125
