what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1282295581328
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.202.v200901292145,org.eclipse.wst.common.frameworks.ui,1282295581343
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1282295581343
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1282295581375
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1282295581406
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295582218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295584578
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282295584734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282295586781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282295586906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295589750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295590625
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295590828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295593562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295607218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295616171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295726921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295731890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295770921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295771703
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295771875
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295773593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295780671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295781625
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282295781828
