what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282755549734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282755554500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755556734
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755557953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755558140
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755562687
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1282755620781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282755623468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755625546
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755625890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755626140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755626375
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755626578
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755626781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755626984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755691250
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755692031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755692234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755694656
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1282755703046
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755712750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755713562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755713750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755719812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282755767765
