what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711144093
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711159468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711166484
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711173234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711173234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711173390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711192125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711193140
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711200203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711216359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711296000
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1282711298421
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1282711301796
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1282711304031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711307562
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282711312953
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282711313031
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282711313078
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282711314890
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282711315875
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1282711317859
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1282711318343
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282711319390
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1282711321109
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282711322343
