,input,output
0,-1.0954773869346734,1.847809398752557
1,-0.3517587939698492,0.39961364612004746
2,0.5728643216080402,0.14174137016742006
3,0.6934673366834172,0.2341632787050833
4,-1.015075376884422,1.6379157091992627
5,1.1356783919597992,0.8219262139844957
6,-0.27135678391959805,0.3093128961389865
7,-1.5376884422110553,3.23332996641499
8,-0.7336683417085428,1.0051034064796345
9,-1.6984924623115578,3.8341228756849577
10,-0.6532663316582914,0.8533900659074265
11,0.31155778894472386,0.04128936137976317
12,-1.8592964824120604,4.48663165071589
13,-0.4321608040201004,0.5028433625413498
14,0.391959798994975,0.05765258453069372
15,-1.5175879396984926,3.161867124567562
16,1.6381909547738696,1.9645741269159875
17,-0.07035175879396993,0.1401252493623899
18,1.8190954773869348,2.4995606171561326
19,1.3567839195979898,1.2624706446806897
20,-0.5929648241206029,0.748089694704679
21,-0.4120603015075377,0.47582384283225176
22,-1.4974874371859297,3.0912123431226486
23,1.9195979899497488,2.825057448044242
24,-0.4522613065326633,0.5306709426529632
25,0.8743718592964824,0.4273402186813464
26,-0.793969849246231,1.1273730461351985
27,1.778894472361809,2.3750183076184945
28,-0.9547738693467336,1.4889800762607004
29,0.09045226130653283,0.06295548092219888
30,0.3316582914572863,0.044168076563723124
31,1.8391959798994977,2.563043862528725
32,-0.3718592964824121,0.4242089846216005
33,1.9396984924623117,2.8925809954294093
34,1.758793969849246,2.3139592434534477
35,0.010050251256281229,0.09507588192217377
36,-1.3969849246231156,2.75005934193581
37,-1.2562814070351758,2.306383677179869
38,0.3517587939698492,0.047854852150198225
39,1.1758793969849246,0.8947526577611676
40,0.613065326633166,0.16931643140324754
41,0.7738693467336684,0.31193909244716045
42,0.8542713567839195,0.402643872629479
43,1.2763819095477387,1.0909598242468623
44,-1.9396984924623115,4.83227948789172
45,0.6733668341708543,0.21673947627585166
46,-1.8190954773869348,4.318656094543067
47,0.8140703517587942,0.35567536173328984
48,0.6331658291457285,0.1843160526249336
49,-0.8944723618090451,1.3473169869447739
50,-1.899497487437186,4.657839448498775
51,1.658291457286432,2.0207848286659424
52,-1.2763819095477387,2.367341733794601
53,-1.3567839195979898,2.6192545642786795
54,-0.170854271356784,0.21461831771924958
55,-1.7587939698492463,4.072753213302694
56,1.6180904522613067,1.9091714855685467
57,1.7386934673366836,2.2537082396909174
58,1.3366834170854274,1.218380848968461
59,-1.5979899497487438,3.4525668543723644
60,-0.7738693467336684,1.085808439180829
61,1.8592964824120601,2.6273351683038304
62,1.4773869346733668,1.5439786874068837
63,-0.31155778894472363,0.35284715032448677
64,-0.5125628140703518,0.6190020454028938
65,-0.9346733668341709,1.4409509860862102
66,0.8944723618090453,0.452844625135729
67,1.0954773869346734,0.7523320118178835
68,-0.5527638190954773,0.6819297492487563
69,1.3969849246231156,1.3530744173126943
70,1.9597989949748746,2.9609126032170914
71,-1.8391959798994975,4.402239842428221
72,-1.1557788944723617,2.0137143001439353
73,1.4170854271356785,1.3995883942324694
74,2.0,3.1
75,-0.3316582914572863,0.37582636802100944
76,-2.0,5.1
77,-0.03015075376884413,0.11598444483725154
78,0.4723618090452262,0.08694477412186563
79,1.0150753768844223,0.6228403323148408
80,1.678391959798995,2.0778035908184136
81,1.1155778894472363,0.7867250826999321
82,-0.693467336683417,0.9276306153885001
83,0.1306532663316582,0.051743642837302116
84,0.5326633165829144,0.11739855054165292
85,-1.1758793969849246,2.0706320547460924
86,-1.0753768844221105,1.7941238857604607
87,-0.49246231155778886,0.5887502840837351
88,-1.4773869346733668,3.0213656220802503
89,-0.914572864321608,1.3937299563142345
90,0.27135678391959805,0.03795611221938841
91,0.9346733668341707,0.5062776192520388
92,-0.1507537688442211,0.19810358324284738
93,-0.9949748743718594,1.587462437817227
94,-1.7989949748743719,4.235880407060428
95,0.7939698492462313,0.3334031968889676
96,1.5778894472361809,1.80079038408121
97,0.9547738693467336,0.5342062069139667
98,-0.5728643216080402,0.7146056917754603
99,0.6532663316582914,0.2001237342491351
