what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162351562
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162353832
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162353839
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162354727
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162357041
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162365929
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162368782
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162368832
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1282162383173
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1282162383175
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1282162383363
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162384491
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162384709
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162387038
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162387893
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162388281
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162393654
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162409188
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162410189
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1282162410201
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1282162410205
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1282162410227
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1282162410230
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162410313
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1282162410523
