what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1282162014377
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1282162014512
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162014642
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1282162014722
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162014975
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162015297
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162041016
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162051060
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162051312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162052122
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162052272
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162068840
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1282162076336
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162076553
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162076758
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1282162076918
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1282162077229
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162080545
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162080559
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162083820
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162083920
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162086449
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162086587
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162087945
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162092500
