what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162283262
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1282162283268
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.rename,1282162283268
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162294560
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162298373
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1282162298382
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162304105
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162308558
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1282162308566
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162315704
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162315744
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162317228
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162320194
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162320243
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162320945
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162324360
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162329533
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162329558
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162330329
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162332302
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162339348
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162343517
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162343525
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162344470
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162346165
