what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162098324
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162102034
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1282162110312
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1282162110320
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1282162110348
started,bundle,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.ui,1282162110358
started,bundle,org.eclipse.jst.jsp.core,1.2.121.v200901290830,org.eclipse.jst.jsp.core,1282162111763
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162112339
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1282162112348
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162129383
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162129399
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162131001
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162132786
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1282162143896
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1282162146716
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162146730
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162151471
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1282162155312
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1282162167495
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1282162186698
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282162189859
started,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1282162196572
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1282162196989
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162199821
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1282162200978
