,x1,x2,label
0,-0.2805074802,-0.0195662123,1
1,0.0429293192,0.280654361,1
2,-0.3793971979,-0.8637349971,0
3,-0.2486703901,-0.1127501707,1
4,0.2851984492,0.1184807349,1
5,-0.1744794236,-1.0301098983,0
6,0.057661034,0.219611937,1
7,-0.0084073139,-0.2706564474,1
8,0.0049625862,0.9932247872,0
9,-0.0651427066,0.321998931,1
10,0.296651745,-0.0013508281,1
11,0.1555810325,-0.9141372541,0
12,-0.1953772347,-0.1473066797,1
13,0.3291675361,-0.1768268564,1
14,-0.6760323936,0.7279325169,0
15,0.1238258007,-0.329584795,1
16,-0.0138500169,-0.2217143033,1
17,-0.0030239244,-0.2933882603,1
18,-0.1679745984,1.0250096754,0
19,-0.0535568475,-0.2731087374,1
20,-0.0490859725,-0.3488964118,1
21,0.162747781,1.0401958255,0
22,0.7164070939,-0.6559003937,0
23,0.5663053348,-0.7668152419,0
24,-0.2188166366,0.2125198072,1
25,0.1032242274,0.9816763032,0
26,0.0177649207,0.9248570758,0
27,-0.7092188428,-0.7872850614,0
28,-0.1511976436,-0.3098963447,1
29,0.7562575096,-0.5682180553,0
30,-0.314864363,-0.095612617,1
31,0.3379538524,-0.0961372704,1
32,-0.2451047652,-0.1039212278,1
33,0.4260410421,-0.8297094239,0
34,-0.7539134069,0.6756859076,0
35,-0.9188933184,0.3672986412,0
36,0.9297971865,0.192553808,0
37,-0.8339655184,-0.6721137443,0
38,1.0340205351,-0.0102673946,0
39,-0.1496088291,-0.3041739542,1
40,0.6197387496,0.840815511,0
41,0.3565179341,-0.0971670175,1
42,0.4075385778,0.9196118534,0
43,0.246570104,0.2270137222,1
44,-1.0475280244,-0.1066295582,0
45,0.1687454526,-0.2467950107,1
46,0.4260410421,-0.8297094239,0
47,0.941193335,-0.3862588568,0
48,-0.9083126752,0.4284792811,0
49,-0.0924319435,0.260513908,1
50,-0.2357778421,0.015898994,1
51,0.2489472826,-0.0044710077,1
52,-1.0454990976,0.2729572715,0
53,-0.9224711366,-0.2548125296,0
54,-0.1732432596,-0.1844409329,1
55,-0.9980346774,-0.2811332455,0
56,-0.2867889798,-0.1809952029,1
57,-0.0289452829,0.2769151757,1
58,-0.4583356327,-0.8620243172,0
59,0.2575038338,-0.1711650506,1
60,0.4055575602,0.9220138456,0
61,-0.0332816992,0.3446568762,1
62,0.2522210545,-0.242473524,1
63,0.355838375,0.0558869859,1
64,0.2138126727,0.118824841,1
65,0.2003221862,0.2313073318,1
66,-0.7703224856,0.5682405002,0
67,-0.2745238601,-0.0705955015,1
68,0.2544010094,0.1954949681,1
69,0.009513906,0.3200232416,1
70,-0.3200224525,0.131768379,1
71,-0.5264398589,0.7941264431,0
72,-0.3522901225,0.0622321266,1
73,-0.3152495042,-0.9954119342,0
74,0.1091155899,0.2744526766,1
75,0.093973943,0.2182176376,1
76,-0.3067622968,0.1051985131,1
77,0.2004730012,-0.9155332803,0
78,-0.8921889041,0.5952777879,0
79,-0.1925675387,0.2026846095,1
80,0.2414592703,0.0329642053,1
81,0.1049728076,0.2808783888,1
82,-0.1988051069,-0.1847569311,1
83,-0.1250448624,0.3302595916,1
84,0.679246926,0.708826139,0
85,-0.2164519747,0.2348559833,1
86,-1.0163855661,0.0340292766,0
87,0.4250130492,-0.8274307033,0
88,0.4681686446,0.8220177981,0
89,-0.6886711114,0.6370312209,0
90,-0.5617413116,-0.6703718607,0
91,-0.1627156738,0.2565389807,1
92,0.1837529134,-0.2322759342,1
93,-0.2020850817,-0.2356139735,1
94,0.4935588131,-0.8875884639,0
95,-0.1434841605,-0.2179515696,1
96,-0.2975643288,0.0526910812,1
97,-0.3179272104,0.1641374324,1
98,0.9672459365,0.4855032239,0
99,0.8247396057,0.5842769303,0
