what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298693921042
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1298693922384
activated,editor,com.google.gwt.eclipse.core,2.2.0.v201102111801,com.google.gwt.eclipse.core.editors.gwtJavaEditor,1298693922836
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298693924459
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298693934084
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1298693936486
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1298693937329
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298693946548
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298693952570
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1298693955269
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1298693968357
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1298693968482
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.ToggleCoolbarAction,1298694034751
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1298694036888
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.redo,1298694039446
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.ToggleCoolbarAction,1298694044064
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298694075529
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298694100286
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1298694103110
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1298694108601
started,bundle,org.eclipse.wst.sse.ui,1.1.4.v200901202345,org.eclipse.wst.sse.ui,1298694108726
started,bundle,org.eclipse.wst.dtd.ui,1.0.301.v200808072012,org.eclipse.wst.dtd.ui,1298694110380
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1298694110848
started,bundle,org.eclipse.jem.workbench,2.0.102.v200810230530,org.eclipse.jem.workbench,1298694112018
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1298694112080
