what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1298277375463
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ProblemView,1298277376118
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298277376118
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277381906
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277382654
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277383013
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277516276
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277545853
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277561963
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298277578735
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1298277581395
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1298277582151
started,bundle,org.eclipse.jst.j2ee.core,1.1.203.v200901221030,org.eclipse.jst.j2ee.core,1298277582189
started,bundle,org.eclipse.jem,2.0.202.v200810282000,org.eclipse.jem,1298277582300
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1298277582332
started,bundle,org.eclipse.jst.jee,1.0.103.v200901220530,org.eclipse.jst.jee,1298277583171
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1298277583431
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.202.v200901292145,org.eclipse.wst.common.frameworks.ui,1298277583586
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1298277583616
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1298277583961
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1298277584075
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1298277584178
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1298277584307
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298277592505
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298277593388
