what,kind,bundleId,bundleVersion,description,time
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1298441522891
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441524398
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441524651
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1298441527759
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1298441531604
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1298441532104
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441533597
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441537742
started,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1298441542160
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1298441542516
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441547268
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441549258
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441552242
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441562690
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.saveAll,1298441577552
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298441581797
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298441591762
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441599696
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441602322
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.saveAll,1298441604671
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298441616645
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298441642771
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1298441653704
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441656395
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298441656681
