what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1298141067875
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1298141068031
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1298141069263
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.101.v20080620,org.eclipse.jst.server.tomcat.ui,1298141087453
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141127810
opened,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298141133801
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298141134113
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141137404
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141143441
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1298141146265
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1298141147201
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1298141147731
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1298141147794
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141150118
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141158449
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1298141160040
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141161553
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141163191
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.run,1298141163441
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1298141165999
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1298141166108
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1298141178139
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141180370
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141224222
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298141537487
