what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460535501
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460537838
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1298460538355
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460539062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460540998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460541280
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460542707
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1298460543161
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460544116
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460545327
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460545517
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460546647
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1298460547269
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460547999
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460550565
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1298460550696
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460557783
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460558028
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1298460560841
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1298460578716
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1298460580768
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1298460581047
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460590471
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460592314
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298460593527
