what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1298646470766
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298646471359
started,bundle,org.eclipse.emf.ecore,2.4.2.v200902171115,org.eclipse.emf.ecore,1298646471764
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1298646471780
started,bundle,org.eclipse.wst.common.frameworks,1.1.201.v200811060900,org.eclipse.wst.common.frameworks,1298646471827
started,bundle,org.eclipse.jst.jsf.common,1.1.4.v20090128,org.eclipse.jst.jsf.common,1298646472092
started,bundle,org.eclipse.jst.jsf.core,1.1.103.v200902042324,org.eclipse.jst.jsf.core,1298646472154
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1298646472388
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298646475384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298646511061
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.help.aboutAction,1298646511264
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298646523808
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1298646539517
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1298646539549
started,bundle,org.eclipse.ecf.identity,2.0.0.v20080611-1715,org.eclipse.ecf.identity,1298646539595
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1298646539720
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.4.v20081027-2115,org.eclipse.equinox.p2.extensionlocation,1298646589500
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.4.v20080930,org.eclipse.equinox.p2.artifact.repository,1298646591091
started,bundle,org.eclipse.equinox.p2.metadata.generator,1.0.4.v20081217,org.eclipse.equinox.p2.metadata.generator,1298646591107
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.2.v20081119-1055,org.eclipse.equinox.p2.touchpoint.eclipse,1298646591169
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298647078788
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20081029,org.eclipse.equinox.p2.ui.sdk.update,1298647078978
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298647080079
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298647081316
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298647082115
