what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1298133367542
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.run,1298133368977
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1298133370896
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133370942
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133375816
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1298133376115
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133376349
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133378143
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133388517
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133399562
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133409608
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1298133411324
opened,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133412401
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133412635
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133417112
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133430247
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133432962
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133435411
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133437829
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133438780
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133440169
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133442696
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1298133444662
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133446081
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1298133470448
