,x1,x2,label
0,-0.1134574671,0.0256529375,1
1,-0.5781338845,0.7858747947,0
2,0.2839290256,-0.9978660731,0
3,0.0948910549,-0.0333220532,1
4,0.8092886765,0.5375876119,0
5,-0.1841309941,-0.0205039705,1
6,0.5866394931,-0.7479669218,0
7,-0.059393092,-0.1054468402,1
8,0.1346427454,-0.0465225379,1
9,-0.0763794861,-0.0654837362,1
10,0.7260135885,0.7215733518,0
11,-0.0388271922,0.100867196,1
12,0.0586399269,-0.005378897,1
13,-0.1513919635,0.0254898764,1
14,-0.6148362201,-0.7326332034,0
15,-0.1009773987,-0.0395193293,1
16,0.9145694366,0.0616994452,0
17,-0.0248231883,-0.0392874175,1
18,0.7340420731,0.7132074863,0
19,-0.9946532914,0.2637106109,0
20,-1.0354040918,0.2507192849,0
21,0.6591162713,0.7093051726,0
22,0.0729208246,0.9768362537,0
23,-0.0644908732,0.0039761409,1
24,0.3958804915,0.831563885,0
25,0.4413957954,0.7981745778,0
26,-0.0401751751,-0.1309209262,1
27,-0.0923994708,-0.0708766892,1
28,0.3613727518,0.9723382454,0
29,-0.8529303026,0.4529183646,0
30,0.0058466379,-0.1037072301,1
31,-0.0698226807,0.0541156302,1
32,0.9953494985,-0.0819296452,0
33,-0.7513517488,-0.6242825406,0
34,0.0784361611,0.0319427107,1
35,-0.6487047877,-0.6428117895,0
36,0.9537153296,-0.2834238025,0
37,0.372321399,0.9231785363,0
38,0.07298385,0.9761970391,0
39,-1.1043009221,-0.0095629142,0
40,0.0662224547,0.0569460097,1
41,-1.0245312965,-0.1467532868,0
42,0.0113248825,-0.1160761958,1
43,-0.6421475995,-0.7618715353,0
44,-0.0460369341,-0.0098417252,1
45,-0.8374340111,0.6264849679,0
46,-0.1102519721,0.0420277836,1
47,-0.0517522805,0.0683653114,1
48,0.0992517241,0.0300418625,1
49,0.0469886003,-0.0412437455,1
50,-0.019367578,0.1059320972,1
51,-0.3158146011,-1.0409157662,0
52,0.0960410912,0.08317126,1
53,0.0396316148,-0.0018585676,1
54,0.0218209329,-0.0980567572,1
55,-0.1197953331,-0.135164608,1
56,1.0156321223,-0.2376967473,0
57,-0.8482306289,0.6820600217,0
58,0.0439079797,-0.9604717447,0
59,0.0792875026,-1.0349448204,0
60,-0.9719712131,-0.2520810815,0
61,-0.9835151617,-0.0660097861,0
62,0.5545130409,0.8552109811,0
63,0.07187369,-0.0136383805,1
64,-0.0168508376,0.1882884029,1
65,-0.0678121641,0.0963467054,1
66,-0.5425011239,0.8519323142,0
67,0.0680912098,0.0946574558,1
68,0.2262426526,0.9222533191,0
69,1.0022299135,0.0559866238,0
70,0.1017663416,-0.0469840615,1
71,-0.0111592743,0.0910325805,1
72,-0.744772402,0.6490809459,0
73,-0.6845740571,0.6967766115,0
74,0.9832052343,-0.1762485733,0
75,-0.1094255657,0.9684236869,0
76,0.0651562975,0.0679799897,1
77,-0.727997126,-0.7383086833,0
78,0.0931220867,-0.9406839975,0
79,-0.0089734043,-0.1353413104,1
80,-0.122687704,-0.0202883114,1
81,-0.9835151617,-0.0660097861,0
82,-0.057692532,0.0781434534,1
83,0.1306334676,0.0539628729,1
84,0.0506398034,-0.0920606758,1
85,0.1026810799,-0.0982065194,1
86,-0.8718906632,0.442531354,0
87,0.0821964595,-0.0587425846,1
88,-0.0052791857,-0.080518753,1
89,-0.1094255657,0.9684236869,0
90,-0.8981111702,0.4034558435,0
91,0.083515176,-0.0353519301,1
92,-0.1166664648,0.0467029631,1
93,0.5545130409,0.8552109811,0
94,0.794178126,-0.5611918948,0
95,-0.0795378299,-0.0142342072,1
96,0.7706567192,0.6355038141,0
97,-0.0465628076,-0.0950955737,1
98,-0.0980956844,-0.0093901492,1
99,0.6764878145,-0.7142996376,0
100,0.4058286676,-0.8843724535,0
101,-0.8893547092,-0.3501922505,0
102,0.0201859853,0.1163822849,1
103,-0.0664717862,0.0897852635,1
104,0.1353003791,0.0873977499,1
105,0.8262287241,-0.5172079436,0
106,-1.1043009221,-0.0095629142,0
107,-0.9312700256,0.3534170814,0
108,-0.0246439654,-0.0951573252,1
109,0.043938583,0.0834540013,1
110,0.0098500796,-0.0477546446,1
111,0.8053645394,0.6580736259,0
112,-1.0026831939,0.3457637324,0
113,-0.0571330086,0.1192330083,1
114,0.0003387487,-0.1263025297,1
115,0.0801906185,0.0029296302,1
116,-0.3941697969,0.9282337817,0
117,0.0723488354,0.0150819824,1
118,-0.8101280373,-0.6512502227,0
119,-0.0267708216,0.1443725778,1
120,-0.1891158132,0.005522445,1
121,0.086594332,-0.97240087,0
122,-0.0776869901,-0.0295765898,1
123,-0.0454153003,-0.1342479185,1
124,-0.0864324541,0.014236955,1
125,0.0769696115,-0.0191354678,1
126,0.0215438908,0.0751990128,1
127,-0.0864195577,-0.0134714813,1
128,1.0207965426,0.2202348377,0
129,-0.8798542,-0.4623518681,0
130,0.0191233755,-0.116168499,1
131,-0.0508926213,-0.1164410741,1
132,-0.0124416767,-0.1513183079,1
133,0.080074571,0.0423013529,1
134,0.7166981899,0.6783291352,0
135,-0.8687143341,0.4731186119,0
136,-0.0622975022,-0.0903067131,1
137,0.011586377,-0.1230562291,1
138,1.081600334,0.1566959963,0
139,1.0471953795,0.0043341188,0
140,-0.0858215088,0.0103870254,1
141,-0.0178065502,1.002000156,0
142,0.0069175955,-0.1184547949,1
143,0.087584997,-0.1024775011,1
144,0.0782291528,0.9539982202,0
145,0.1137257665,-0.0202354392,1
146,-0.1330410332,-0.0666926665,1
147,0.0426106656,-0.0687003337,1
148,-0.8642048005,0.5657585198,0
149,0.1886238161,0.0382328948,1
150,0.0822004179,0.0203886152,1
151,0.0239853722,-0.0689439589,1
152,-0.1359370267,0.136541049,1
