what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254453593
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1281254476468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254477937
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254478250
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281254490890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281254491812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254494828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254581250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254583218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254794781
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1281254800546
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281254801968
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254801984
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281254804171
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281254804265
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281254804265
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1281254804484
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1281254804546
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1281254804546
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1281254804578
started,bundle,org.eclipse.jst.j2ee.core,1.1.203.v200901221030,org.eclipse.jst.j2ee.core,1281254804625
started,bundle,org.eclipse.jem,2.0.202.v200810282000,org.eclipse.jem,1281254804656
started,bundle,org.eclipse.jst.jee,1.0.103.v200901220530,org.eclipse.jst.jee,1281254804781
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1281254804828
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.202.v200901292145,org.eclipse.wst.common.frameworks.ui,1281254804843
