what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089485984
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089486109
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089493937
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1283089497281
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089502250
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089503171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089503359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089504109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089504218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089511796
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1283089516390
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1283089517750
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1283089520640
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1283089523359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089525718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089526750
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089526968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089527718
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089527843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283089542906
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1283089574953
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1283089581296
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1283089581484
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1283089581531
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1283089587890
