what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876701406
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876701890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876703531
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876704250
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876704671
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876709484
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876709796
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876710046
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876710328
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876710656
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1281876715578
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876725656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876726453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876726796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876738406
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281876743062
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281876773093
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1281876773140
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876805296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876806171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876806468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876815359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876820015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876820906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1281876821203
