5.854499999999999815e+00,2.570899999999999963e+00,-6.026099999999999790e-01,1.152999999999999945e-03,5.169599999999999890e-03,-2.987099999999999912e-03,-4.504799999999999777e-03,-2.449999999999999921e-03,-5.029099999999999890e-03,-6.028900000000000231e-03,-4.615199999999999858e-03
4.854499999999999815e+00,8.570899999999999963e+00,3.973900000000000210e-01,-2.000899999999999901e-03,1.416899999999999930e-02,1.684199999999999933e-02,1.297899999999999922e-02,-3.077099999999999931e-04,2.342999999999999944e-02,9.748400000000000815e-03,4.654300000000000104e-03
-3.145500000000000185e+00,1.057099999999999973e+01,3.973900000000000210e-01,-4.091299999999999971e-03,9.416400000000000171e-05,-2.826400000000000180e-03,-4.814500000000000203e-03,1.504400000000000008e-02,2.579699999999999875e-03,-3.835900000000000160e-03,3.297599999999999924e-03
3.854499999999999815e+00,9.570899999999999963e+00,3.973900000000000210e-01,6.968700000000000415e-03,1.501299999999999900e-03,4.318100000000000063e-03,1.334300000000000069e-03,-3.021799999999999833e-03,-2.164799999999999873e-04,2.026599999999999929e-03,5.945299999999999717e-03
2.854499999999999815e+00,-1.429100000000000037e+00,3.973900000000000210e-01,-5.961099999999999559e-04,-1.356599999999999907e-03,1.469500000000000103e-03,-1.689499999999999867e-04,-2.725399999999999785e-03,-5.930799999999999961e-03,1.411199999999999973e-05,-7.701599999999999852e-04
2.854499999999999815e+00,-6.429100000000000037e+00,-6.026099999999999790e-01,-1.022400000000000045e-02,7.108999999999999868e-03,1.601800000000000099e-02,1.094499999999999987e-02,-8.140500000000000166e-03,1.486800000000000063e-05,1.037700000000000081e-02,-3.681999999999999943e-03
-4.145500000000000185e+00,7.570899999999999963e+00,3.973900000000000210e-01,-3.453400000000000220e-02,-1.281999999999999980e-02,-1.566400000000000084e-02,-7.447500000000000127e-03,-4.969300000000000279e-03,-1.708099999999999896e-02,-1.192499999999999984e-02,-2.762099999999999972e-03
-1.145499999999999963e+00,-1.242900000000000027e+01,3.973900000000000210e-01,-1.939400000000000152e-02,1.239200000000000024e-02,4.354600000000000137e-03,-2.645000000000000129e-02,-3.356699999999999962e-02,-7.040099999999999657e-03,3.928399999999999861e-04,-8.522800000000000514e-03
-5.145500000000000185e+00,-1.242900000000000027e+01,1.397399999999999975e+00,1.596300000000000149e-02,1.060799999999999937e-02,1.014699999999999977e-02,1.862799999999999873e-02,-3.077099999999999931e-04,-9.353299999999999505e-04,9.162299999999999958e-03,7.231699999999999760e-03
-5.145500000000000185e+00,8.570899999999999963e+00,1.397399999999999975e+00,-8.978500000000000369e-03,5.176000000000000045e-03,3.644600000000000308e-05,7.530199999999999914e-03,6.539200000000000221e-03,3.308300000000000129e-03,3.687399999999999966e-03,-2.080699999999999997e-03
8.544800000000000173e-01,1.357099999999999973e+01,-6.026099999999999790e-01,-2.005299999999999791e-03,-5.216700000000000330e-03,1.758099999999999941e-02,3.610400000000000154e-03,2.264500000000000020e-03,-1.455799999999999976e-02,6.320000000000000097e-03,-1.403800000000000013e-02
-1.145499999999999963e+00,1.557099999999999973e+01,3.973900000000000210e-01,-2.673100000000000129e-02,-1.795799999999999827e-02,2.326899999999999802e-03,-5.359700000000000228e-03,2.779999999999999811e-04,1.666600000000000026e-02,-7.875700000000000235e-04,1.038900000000000066e-02
3.854499999999999815e+00,-7.429100000000000037e+00,3.973900000000000210e-01,-1.356199999999999897e-03,5.460300000000000396e-03,1.733100000000000005e-03,-1.305399999999999963e-03,-1.026200000000000029e-02,1.172800000000000058e-02,-1.186100000000000045e-03,4.156099999999999731e-05
-3.145500000000000185e+00,1.457099999999999973e+01,-6.026099999999999790e-01,-4.212899999999999978e-02,-3.608299999999999702e-02,-5.305200000000000193e-02,-3.601499999999999840e-02,-4.667700000000000321e-02,-3.131599999999999662e-02,-4.004599999999999826e-02,-3.950000000000000039e-02
