-4.145500000000000185e+00,-8.429100000000000037e+00,1.397399999999999975e+00,7.000700000000000325e-03,5.577399999999999719e-03,8.577299999999999508e-03,8.387199999999999170e-03,4.283600000000000255e-03,4.885300000000000406e-04,7.746099999999999687e-03,-4.281700000000000263e-03
-1.455200000000000105e-01,1.570899999999999963e+00,-6.026099999999999790e-01,-3.949900000000000112e-03,-2.025900000000000183e-03,-1.944900000000000101e-02,-1.215199999999999961e-02,8.671699999999999200e-03,-4.064899999999999763e-03,-1.750799999999999926e-02,-1.421200000000000067e-02
4.854499999999999815e+00,4.570899999999999963e+00,-6.026099999999999790e-01,-2.400000000000000050e-02,-3.863399999999999907e-03,-7.589099999999999666e-03,-3.609400000000000022e-03,-5.745799999999999692e-03,6.305400000000000067e-03,-6.322999999999999628e-03,-4.052700000000000226e-03
-4.145500000000000185e+00,-5.429100000000000037e+00,3.973900000000000210e-01,-4.328199999999999929e-03,6.755599999999999626e-03,6.186600000000000432e-03,3.433600000000000194e-03,1.560199999999999955e-02,2.063299999999999856e-02,5.503199999999999759e-03,2.401100000000000196e-03
3.854499999999999815e+00,-6.429100000000000037e+00,-6.026099999999999790e-01,2.511799999999999797e-03,4.981499999999999817e-03,-1.536299999999999992e-03,9.049299999999999705e-04,1.822500000000000162e-02,3.930499999999999966e-03,-3.789800000000000070e-04,5.240299999999999819e-03
-3.145500000000000185e+00,1.570899999999999963e+00,3.973900000000000210e-01,2.549399999999999930e-02,5.161500000000000289e-03,8.164400000000000476e-03,3.786199999999999982e-03,1.130800000000000034e-02,-4.071400000000000192e-03,5.523899999999999991e-03,1.081700000000000023e-02
-4.145500000000000185e+00,-1.142900000000000027e+01,-6.026099999999999790e-01,2.167900000000000035e-02,-8.160999999999999852e-03,2.585600000000000051e-02,1.476399999999999935e-02,2.660099999999999965e-02,8.629599999999999424e-03,1.829899999999999929e-02,1.422999999999999959e-02
-2.145500000000000185e+00,-1.429100000000000037e+00,3.973900000000000210e-01,2.659399999999999958e-02,1.044499999999999942e-02,6.884799999999999948e-03,5.476899999999999824e-03,3.597299999999999890e-03,2.491399999999999951e-03,5.716200000000000274e-03,6.571399999999999811e-03
-1.455200000000000105e-01,-1.242900000000000027e+01,3.973900000000000210e-01,6.624900000000000407e-03,3.399899999999999971e-03,1.148099999999999989e-02,1.105100000000000006e-02,3.155899999999999678e-02,-2.127000000000000071e-02,1.183999999999999983e-02,1.051900000000000057e-02
-4.145500000000000185e+00,1.570899999999999963e+00,-6.026099999999999790e-01,-5.224000000000000171e-02,-6.432999999999999699e-04,-7.207999999999999564e-04,-2.516600000000000087e-02,-1.390399999999999969e-02,-4.976499999999999674e-02,-3.140600000000000336e-02,-3.925900000000000223e-02
