-1.556099999999999983e-01,-2.863499999999999934e-01,3.386499999999999844e+00,1.566999999999999993e+01,-8.894300000000000539e-01,-3.573699999999999793e-02,9.209800000000000209e-01,-2.040200000000000069e-01,-2.257000000000000117e+00
-1.793700000000000072e+00,-1.850300000000000056e+00,-2.063000000000000111e-01,1.375099999999999989e+00,5.026800000000000157e-01,-2.085200000000000109e-01,-2.829999999999999738e-01,-6.227700000000000458e-01,8.829200000000000159e+00
-3.269300000000000157e-04,1.365899999999999892e+00,-2.400500000000000078e+00,-5.127600000000000158e+00,7.566199999999999593e-01,7.865500000000000269e-02,-4.405100000000000127e-01,1.176700000000000079e+00,-2.278099999999999792e+00
-1.048300000000000010e+00,2.222900000000000098e+00,-9.773099999999999454e+00,-6.770100000000000007e-01,-9.248899999999999899e-01,1.187200000000000061e-02,6.697199999999999820e-01,-4.826900000000000079e-01,1.056000000000000050e+01
-2.577200000000000046e-01,7.532600000000000406e-01,2.562600000000000211e+00,-9.620900000000000674e+00,3.726200000000000068e-01,-2.930300000000000127e-01,1.001800000000000024e+00,-3.784099999999999964e-02,-1.089799999999999969e+01
-2.648599999999999843e-01,-2.065900000000000070e+00,6.597299999999999720e+00,1.310800000000000054e+01,8.227600000000000469e-01,9.569600000000000328e-01,-7.861599999999999699e-01,8.379100000000000437e-01,5.294800000000000395e+00
-2.883499999999999952e-01,1.279300000000000104e+00,-2.570199999999999818e+00,-7.533000000000000362e+00,4.024499999999999744e-01,-2.761199999999999766e-01,5.770800000000000374e-01,1.173899999999999944e+00,1.292699999999999960e+01
-5.904699999999999706e-03,-1.562999999999999945e+00,5.453400000000000247e+00,1.115099999999999980e+01,-6.128099999999999659e-01,-2.765900000000000025e-01,3.818099999999999827e-01,1.263200000000000101e+00,5.130399999999999849e+00
-3.647500000000000187e-01,2.840699999999999892e-01,2.203100000000000058e+00,-1.106199999999999939e+01,3.775000000000000022e-01,-2.903600000000000070e-01,1.065700000000000092e+00,2.963799999999999768e-01,-1.689799999999999969e+00
2.924999999999999822e-01,-1.812000000000000055e+00,7.377799999999999692e+00,-7.739899999999999558e+00,8.938700000000000534e-01,5.521700000000000497e-01,1.042699999999999960e+00,1.005599999999999966e-01,1.355300000000000082e+01
-4.922199999999999909e-01,-1.010899999999999910e+00,2.079800000000000093e+00,-2.261100000000000054e-01,-2.138100000000000001e-01,-4.089099999999999957e-01,7.313500000000000556e-02,-6.855700000000000127e-01,-1.747200000000000131e+01
-6.150900000000000256e-01,1.232399999999999940e+00,-9.892999999999999572e-01,-1.038799999999999990e+01,4.189800000000000191e-01,-2.661600000000000077e-01,1.008599999999999941e+00,6.478800000000000114e-01,1.931500000000000128e+01
