x1,x2,y
4.790318407916674,0.7277027668694576,1.6510837751776661
-0.792634374313832,3.194956853860523,0.28660801363226973
0.019454051318417598,-1.732611094313664,-0.7229533663401444
4.099301581597185,-1.5038560119227782,0.15114051863720743
2.1726187586575643,0.9634649749677591,-0.40294079779288694
0.8207013112422352,-2.25787110875853,-1.2352921702902264
2.9780468134107254,-4.733916339223159,-1.3893177764680957
3.6436626645597325,2.3522851810159606,-0.017729793388455373
-0.4311192826273311,1.2564991294145313,0.47314777172399614
-0.24891635068164586,0.8075599905565909,0.7401622521775313
-1.139490643481642,2.4168412899182314,2.9743244059251808
4.667061400184606,1.752308375620375,0.5740607677299694
1.9716625429035037,-2.9411801182167885,-5.050614641146465
-4.167769337919277,-1.4751895305664888,11.610431614659792
3.6295962331301848,-3.73889858321375,0.43612593562842905
-0.1944005916373195,-3.70142986582119,-0.019492164588889756
-4.312460935775126,1.761957463565392,12.764318464636105
0.4971725516331107,3.5860010698249827,0.22791062965992548
-0.828357210242979,4.627325838611391,1.1012216100007601
3.7774940486262487,1.2834711754944443,-2.675643509193989
-2.9600539639061263,-3.1589867663904303,5.89955301282834
3.2646460949218294,-3.943496545510693,-0.751325573933871
0.576886911854527,3.128509715367578,-1.0926170090832275
-4.45389696786531,0.7875647635999927,15.23315319043474
4.718453013254846,1.1828502101371985,0.27241478780457473
0.12615244103199963,2.8146208875470924,-0.7815402373338903
-2.091231457684175,2.032772277324516,3.581768990100522
-0.30593158010741917,3.3445825285609665,-0.31907967055880004
3.5785778351748903,-4.437860945401216,-2.726012084507442
-1.950968756149365,2.4752063674650486,3.659160020573237
-3.0732360351329966,3.508527573220954,7.777399127634673
-3.7092875306911854,-2.1386495754168564,10.256392281652364
-2.0214060160978873,1.4044727399325287,6.404189829928853
2.8004808704004347,-1.8583793616302788,0.30210026076994634
-0.2837363480473831,4.579710664824541,-0.5873892236275366
-2.7251839630646,-4.665764275644962,4.510795048545539
-3.3381500039025083,0.7979284383295502,8.760939645374835
-1.6727052348962088,-3.334964529504849,3.6288873339209586
