Fix,GPS,12.9859922300,80.2373228900,-57.756927490234375,0.0,14.474633,,1682241286000,0.33105892,,47149376769222,6.0
Fix,GPS,12.9859923400,80.2373229500,-57.77301025390625,0.0,14.95703,,1682241287000,0.34014702,,47150376769222,6.0
Fix,GPS,12.9859923100,80.2373229700,-57.773590087890625,0.0,15.269426,,1682241288000,0.34928498,,47151376769222,6.0
Fix,GPS,12.9859922900,80.2373229600,-57.777496337890625,0.0,16.164759,,1682241289000,0.37696153,,47152376769222,8.0
Fix,GPS,12.9859922800,80.2373229500,-57.775909423828125,0.0,15.970657,,1682241290000,0.37696153,,47153376769222,6.0
Fix,GPS,12.9859922600,80.2373229300,-57.765380859375,0.0,15.460095,,1682241291000,0.3939543,,47154376769222,6.0
Fix,GPS,12.9859922400,80.2373229500,-57.75909423828125,0.0,15.2750635,,1682241292000,0.3939543,,47155376769222,6.0
Fix,GPS,12.9859922600,80.2373229300,-57.751251220703125,0.0,14.569608,,1682241293000,0.3757659,,47156376769222,6.0
Fix,GPS,12.9859924400,80.2373229500,-57.753875732421875,0.0,13.729743,,1682241294000,0.25,,47157376769222,6.0
Fix,GPS,12.9859924300,80.2373229800,-57.7891845703125,0.0,13.729822,,1682241295000,0.2780288,,47158376769222,6.0
Fix,GPS,12.9859925600,80.2373230200,-57.80865478515625,0.0,13.720439,,1682241296000,0.29206163,,47159376769222,6.0
Fix,GPS,12.9859925500,80.2373230400,-57.809906005859375,0.0,13.889284,,1682241297000,0.25553864,,47160376769222,6.0
Fix,GPS,12.9859925500,80.2373230400,-57.8145751953125,0.0,14.256955,,1682241298000,0.30413812,,47161376769222,8.0
Fix,GPS,12.9859925900,80.2373230600,-57.8209228515625,0.0,14.576206,,1682241299000,0.3667424,,47162376769222,8.0
Fix,GPS,12.9859925600,80.2373230500,-57.8221435546875,0.0,14.4675,,1682241300000,0.30413812,,47163376769222,8.0
Fix,GPS,12.9859926100,80.2373230500,-57.840850830078125,0.0,14.31763,,1682241301000,0.25553864,,47164376769222,8.0
Fix,GPS,12.9859926000,80.2373230500,-57.840087890625,0.0,14.428764,,1682241302000,0.24596748,,47165376769222,8.0
Fix,GPS,12.9859925900,80.2373230600,-57.83685302734375,0.0,14.439217,,1682241303000,0.32202485,,47166376769222,8.0
Fix,GPS,12.9859926800,80.2373230300,-57.84478759765625,0.0,14.264311,,1682241304000,0.23706539,,47167376769222,8.0
Fix,GPS,12.9859926800,80.2373230200,-57.84478759765625,0.0,14.552847,,1682241305000,0.25495097,,47168376769222,8.0
Fix,GPS,12.9859926800,80.2373230200,-57.846221923828125,0.0,14.967854,,1682241306000,0.28635642,,47169376769222,8.0
