Fix,GPS,12.9855605200,80.2375867700,-82.85000610351562,0.0,9.935046,,1681733960000,0.5240229,,319308418592394,3.0
Fix,GPS,12.9855619400,80.2375862900,-82.80462646484375,0.0,9.935046,,1681733961000,0.2523886,,319309418592394,3.0
Fix,GPS,12.9855624000,80.2375854700,-82.62255859375,0.0,9.935046,,1681733962000,0.09899495,,319310418592394,3.0
Fix,GPS,12.9855628900,80.2375846900,-82.56707763671875,0.0,9.935046,,1681733963000,0.15811388,,319311418592394,3.0
Fix,GPS,12.9855630700,80.2375846100,-82.59487915039062,0.0,9.935046,,1681733964000,0.26925823,,319312418592394,3.0
Fix,GPS,12.9855623700,80.2375840400,-82.52410888671875,0.0,9.935046,,1681733965000,0.2236068,,319313418592394,3.0
Fix,GPS,12.9855629000,80.2375841500,-82.49594116210938,0.0,9.935046,,1681733966000,0.15264338,,319314418592394,3.0
Fix,GPS,12.9855627400,80.2375841900,-82.53662109375,0.0,9.935046,,1681733967000,0.23259407,,319315418592394,3.0
Fix,GPS,12.9855630000,80.2375842300,-82.5390625,0.0,9.935046,,1681733968000,0.14422205,,319316418592394,3.0
Fix,GPS,12.9855624700,80.2375841400,-82.52569580078125,0.0,9.935046,,1681733969000,0.55172455,,319317418592394,3.0
Fix,GPS,12.9855636600,80.2375877700,-82.477783203125,0.33,9.935046,91.1,1681733970000,0.9402127,79.47035,319318418592394,3.0
Fix,GPS,12.9855609300,80.2375823200,-81.72015380859375,0.28,9.935046,328.0,1681733971000,1.1458621,89.09821,319319418592394,3.0
Fix,GPS,12.9855609700,80.2375829900,-81.1087646484375,0.0,9.935046,,1681733972000,0.24166092,,319320418592394,3.0
Fix,GPS,12.9855575600,80.2375836300,-80.89111328125,0.0,9.935046,,1681733973000,0.15264338,,319321418592394,3.0
Fix,GPS,12.9855575500,80.2375844500,-81.09661865234375,0.0,9.935046,,1681733974000,0.15264338,,319322418592394,3.0
