,x1,x2,label
0,0.8581867442,0.6047117224,0
1,0.0536137732,-0.2466145148,1
2,-0.1749907978,0.1102399444,1
3,0.0927931663,0.9973277604,0
4,-0.8916487717,0.3542837372,0
5,-0.0180189723,-1.0238223956,0
6,0.039192591,1.0272001443,0
7,-0.0842623364,-0.1321146849,1
8,-0.0134708808,0.1927058671,1
9,0.6824557839,-0.7721767209,0
10,0.0386735703,0.2798742041,1
11,0.2764157963,0.8849714511,0
12,-0.0179182716,0.9663961004,0
13,0.0113210014,0.2116103767,1
14,0.0700676275,0.1336882445,1
15,0.1417751421,-0.0820695161,1
16,0.1314491589,-0.0532761124,1
17,0.2331859893,0.0302981055,1
18,0.6189368352,-0.8385428767,0
19,0.2284694905,-0.134847906,1
20,0.1139858134,-0.1156111385,1
21,0.1384627138,0.083450281,1
22,0.3534366473,-0.9598913211,0
23,0.5718739656,0.7496878196,0
24,0.542957404,-0.9234774832,0
25,0.9954372235,0.3650766261,0
26,-0.1511402631,0.1959166316,1
27,0.7894894672,0.5903405442,0
28,-0.0214489305,0.2075294841,1
29,-0.1528833835,-0.0506162624,1
30,-0.18101684,-0.1703976053,1
31,-0.0361662688,0.1573514955,1
32,-0.7364750152,-0.6424619694,0
33,-0.0925535463,-0.2147980141,1
34,0.0284024794,0.1886822853,1
35,0.9131117595,0.4281888615,0
36,0.9647138877,0.3857112971,0
37,0.1921325687,-0.0029990595,1
38,-0.2366076054,0.0984515666,1
39,-0.175907929,0.9306081513,0
40,0.2312045921,-0.0968673584,1
41,0.2442314228,0.95528537,0
42,-0.9841567075,-0.0572807424,0
43,-0.0717284181,-0.1065786361,1
44,-1.0372594019,-0.31415183,0
45,0.1749097386,-0.089602292,1
46,0.542957404,-0.9234774832,0
47,-0.1986437499,0.046462685,1
48,-1.0527631018,0.0894023464,0
49,0.1684799517,0.0413919393,1
50,0.3745820089,0.8994797575,0
51,0.1829784886,-0.0459551517,1
52,0.587385956,0.8755708113,0
53,0.8317358668,-0.4195942553,0
54,0.4093666392,0.9228266478,0
55,0.2975396175,0.9847652513,0
56,0.1626776586,-0.9915378074,0
57,-0.7868858991,-0.689447797,0
58,0.9244495895,0.0147211469,0
59,0.0830645456,-0.2358335679,1
60,-0.1629241172,-0.1002332545,1
61,0.9179855906,-0.4063069079,0
62,0.1781486776,0.0389241685,1
63,-0.0912780415,-0.1937555817,1
64,-0.2221905017,-0.0066853547,1
65,0.8463982875,0.5566468452,0
66,-0.1428791095,-1.0307985537,0
67,0.2427816749,-0.0461569048,1
68,0.2301884049,0.0196114282,1
69,-0.1179907521,0.1689064602,1
70,-0.9751540253,-0.1446354809,0
71,0.9463829957,-0.1936799038,0
72,-0.1935239009,-0.0002784355,1
73,0.683417492,0.7660918711,0
74,0.683417492,0.7660918711,0
75,-0.0173669546,-0.9701308966,0
76,-0.3935410391,-0.9495507439,0
77,-0.0967579934,-0.2284038472,1
78,0.0287869423,-0.1650875541,1
79,-0.9493504378,-0.5497734006,0
80,-0.9068519207,0.5563373502,0
81,-0.9000867063,-0.4688236091,0
82,-0.1321383838,0.2100337258,1
83,-0.057319564,-0.9841855346,0
84,0.0021213772,0.1444880606,1
85,0.1182461423,0.1535101479,1
86,-0.085661324,-0.163131104,1
87,-0.9518362015,0.2651443231,0
88,-0.1155784361,0.1219702476,1
89,-0.0794832105,1.0057290853,0
90,-0.8916487717,0.3542837372,0
91,-0.0658985333,-0.1608793246,1
92,-0.104148019,1.0389517658,0
93,0.1198171047,-0.0902181105,1
94,-0.1038857512,-0.1894432441,1
95,0.5116935555,0.8460499879,0
96,0.9771591507,-0.2485783884,0
97,-0.0567362317,-0.1426133693,1
98,-0.666622915,0.7651880544,0
99,0.9954132446,0.2162793269,0
100,-0.4484150838,0.8931917701,0
101,-0.1921285113,0.009147894,1
102,0.6714482983,-0.7468971483,0
103,-0.1167365162,0.1997532223,1
104,0.9854936683,-0.0142860398,0
105,0.0069386377,-0.2399075748,1
106,0.1412130741,0.1186856253,1
107,0.2014332918,0.051334352,1
108,-0.1491588847,0.102279025,1
109,-0.2252697465,1.0194917743,0
110,-0.3375296855,-0.9190055222,0
111,-0.0885095173,0.1623373715,1
112,0.0555002157,-0.1553725159,1
113,-0.0740876209,-0.2470867146,1
114,0.0650472424,0.1902525731,1
115,-0.1404826838,0.0030994553,1
116,0.0644506158,0.1805478674,1
117,0.4343407559,-0.9683824537,0
118,-0.1997312602,0.1704927509,1
119,-0.5105117689,-0.8154016205,0
120,0.040364631,-0.2320297269,1
121,-0.6958769364,-0.7919463205,0
122,0.8278558838,-0.5089002475,0
123,-0.1708830368,-0.0448948679,1
124,0.0810979347,0.2213550061,1
125,-0.048890207,-0.2006894101,1
126,-0.5855910026,-0.8002234773,0
127,-0.8081285299,0.5770339788,0
128,-0.8937263473,0.3375458861,0
129,-0.1899356468,0.1180857716,1
130,-0.5141160339,0.8603644174,0
131,1.0831439733,0.1714902914,0
132,0.8692027527,0.4827926877,0
133,0.0023419899,-0.2087680567,1
134,0.3550355492,-0.9614088608,0
135,0.0752346971,-1.0256969532,0
136,-0.0157716401,-0.2146287225,1
137,0.265505729,0.0055785394,1
138,1.0096343906,-0.0848892138,0
139,0.9463829957,-0.1936799038,0
140,-0.1604656365,0.0547311976,1
141,-0.7945189692,-0.514955728,0
142,0.1534259378,0.0267391471,1
143,-1.0372594019,-0.31415183,0
144,0.0738916076,1.0004581104,0
145,0.0869745622,0.2025656422,1
146,0.7360238364,0.7094928524,0
147,0.8391972522,-0.5977597611,0
148,0.5042134517,0.9037662263,0
