-4.284799999999999720e-02,-5.286699999999999733e-01,-1.031300000000000106e+00,-1.048899999999999944e+00,8.736699999999999466e-01,3.825799999999999756e-01,-8.225500000000000034e-01,-1.446300000000000086e-01,-9.124700000000000699e+00
-3.523000000000000020e-01,-9.320100000000000051e-01,-2.356199999999999850e+00,-6.853399999999999714e+00,-1.683899999999999980e-02,-4.108399999999999830e-01,1.054100000000000037e+00,1.612200000000000022e-01,1.343900000000000006e+01
1.784599999999999964e+00,7.416699999999999682e-02,7.420200000000000351e+00,1.115499999999999936e+01,-8.663899999999999935e-01,-6.375899999999999623e-02,1.047400000000000109e+00,1.232100000000000001e-01,1.248199999999999932e+01
-6.895000000000000018e-01,1.295600000000000085e+00,2.706500000000000128e+00,-1.532199999999999918e+01,4.620099999999999763e-01,-2.380899999999999961e-01,8.537000000000000144e-01,-3.014800000000000257e-01,-1.510200000000000031e+01
2.296799999999999953e-01,1.105399999999999938e+00,1.353900000000000103e-01,-4.567300000000000360e+00,8.535800000000000054e-01,3.023500000000000076e-01,-9.299800000000000288e-01,4.054900000000000171e-01,-3.083099999999999952e+00
9.563500000000000334e-01,7.977100000000000302e-01,5.232000000000000206e+00,-1.324799999999999867e-01,-6.665200000000000014e-01,-2.426399999999999946e-01,1.058999999999999941e+00,4.313799999999999857e-01,-1.917500000000000071e+01
-7.611400000000000110e-02,2.569900000000000073e+00,-5.886000000000000121e+00,-8.022100000000000009e+00,8.652199999999999891e-01,8.250999999999999446e-01,1.016100000000000003e+00,2.985600000000000146e-03,1.640099999999999980e+01
-8.972299999999999720e-01,2.202999999999999847e+00,-3.308800000000000185e+00,-1.018299999999999983e+01,4.968099999999999739e-01,-2.129900000000000126e-01,-3.056499999999999773e-01,-6.140200000000000102e-01,1.961100000000000065e+01
-2.732299999999999729e-01,-4.276800000000000046e-01,1.747000000000000108e+00,-1.830199999999999882e-01,-5.233999999999999764e-02,-4.133600000000000052e-01,2.837600000000000122e-01,-6.615600000000000369e-01,-1.226699999999999946e+01
3.020300000000000207e-01,6.298200000000000465e-01,-7.842400000000000482e-01,-4.610899999999999999e+00,8.886300000000000310e-01,6.926499999999999879e-01,-6.813799999999999857e-01,9.789600000000000524e-01,-1.759400000000000119e+01
-2.212700000000000083e-02,2.495899999999999785e+00,-1.718900000000000095e+00,1.491000000000000103e+00,8.628799999999999804e-01,3.360600000000000254e-01,1.647500000000000075e-01,1.309500000000000108e+00,-5.608999999999999986e+00
1.014899999999999913e+00,-4.686400000000000288e-02,6.889999999999999680e+00,7.229000000000000092e+00,-1.038899999999999935e+00,2.262000000000000122e-01,1.057199999999999918e+00,1.831399999999999972e-01,-1.795799999999999841e+01
1.232399999999999940e+00,5.019599999999999618e+00,-7.575400000000000134e+00,-3.778399999999999981e+00,-1.028699999999999948e+00,2.008300000000000085e-01,-7.683600000000000430e-01,8.658400000000000540e-01,2.290000000000000036e+00
3.055100000000000038e-01,-1.405699999999999950e+00,-5.061300000000000132e+00,-1.263799999999999990e+01,7.465300000000000269e-01,1.108600000000000030e+00,-9.337999999999999634e-01,2.887100000000000222e-01,-8.480700000000000571e+00
1.092499999999999999e-01,-2.770099999999999993e-02,1.941200000000000037e+00,2.484500000000000153e+00,-4.908100000000000240e-01,-3.376000000000000112e-01,9.470100000000000184e-01,-1.584399999999999975e-01,-1.013199999999999967e+01
-5.115699999999999692e-01,-2.221000000000000085e+00,3.821800000000000086e+00,1.088400000000000034e+00,-3.391199999999999770e-01,-3.871299999999999741e-01,1.146500000000000019e-01,-6.844000000000000083e-01,-5.165300000000000225e+00
2.360599999999999921e-01,-6.579199999999999493e-01,3.450400000000000134e+00,-1.249600000000000044e+01,2.117900000000000060e-01,-3.630900000000000238e-01,-7.543699999999999850e-01,8.864400000000000057e-01,1.059199999999999919e+00
-4.145499999999999741e-01,-1.350899999999999990e+00,2.838900000000000201e+00,1.598700000000000010e+01,8.896899999999999809e-01,4.880300000000000193e-01,3.245199999999999751e-01,1.280399999999999983e+00,1.983399999999999963e+01
-4.458700000000000163e-02,-1.830600000000000005e+00,1.110399999999999920e+01,8.466900000000000759e+00,3.171200000000000130e-01,-3.210500000000000020e-01,1.538200000000000123e-01,1.310499999999999998e+00,1.083099999999999952e+01
-1.164800000000000058e+00,-1.300499999999999989e-01,-6.495199999999999640e+00,-5.254400000000000404e+00,-1.083399999999999919e+00,7.947300000000000475e-01,2.323500000000000010e-01,-6.716400000000000148e-01,7.254299999999999748e+00
-5.865099999999999758e-01,-2.080700000000000216e+00,3.016900000000000137e+00,2.026600000000000179e+00,-4.218899999999999872e-01,-3.634399999999999853e-01,1.013499999999999956e-01,-6.849600000000000133e-01,-3.474400000000000155e+00
9.777000000000000135e-01,-9.284400000000000430e-01,6.208700000000000330e+00,-4.587699999999999889e+00,2.061099999999999877e-01,-3.649700000000000166e-01,-5.477100000000000302e-01,-4.752299999999999858e-01,9.825300000000000367e+00
-5.825700000000000323e-01,-2.388199999999999878e+00,3.446899999999999853e+00,2.275700000000000056e+00,-4.657800000000000273e-01,-3.476600000000000246e-01,8.913600000000000689e-02,-6.853200000000000403e-01,-3.247799999999999798e+00
-3.189299999999999913e-01,-7.892299999999999871e-01,-2.880599999999999827e+00,7.508799999999999919e-01,-8.503500000000000503e-01,-8.209700000000000331e-02,-8.976399999999999935e-01,5.820899999999999963e-01,-3.811300000000000132e+00
1.991300000000000070e+00,1.456099999999999950e+00,-4.971199999999999619e+00,1.468999999999999950e+01,-1.007100000000000106e+00,1.524000000000000077e-01,-6.053399999999999892e-01,-4.268600000000000172e-01,-5.679100000000000037e+00
-3.922299999999999898e+00,-4.964299999999999824e-01,-3.006200000000000205e+00,3.159299999999999997e+00,-4.314399999999999902e-01,-3.602000000000000202e-01,3.787800000000000056e-01,-6.353699999999999903e-01,-8.660199999999999676e+00
3.611400000000000166e-01,-4.092400000000000204e-02,-3.448100000000000054e-01,-7.881300000000000416e+00,8.426000000000000156e-01,9.029399999999999649e-01,-7.846100000000000296e-01,-2.116099999999999925e-01,-1.097199999999999953e+01
-4.922199999999999909e-01,-1.010899999999999910e+00,2.079800000000000093e+00,-2.261100000000000054e-01,-2.138100000000000001e-01,-4.089099999999999957e-01,7.313500000000000556e-02,-6.855700000000000127e-01,-1.747200000000000131e+01
