0.89732,0.89101,0.88488,0.87891,0.87310,0.86744,0.86192,0.85653,0.85127,0.84612,0.84108,0.83613,0.83127,0.82649,0.82178,0.81713,0.81254,0.80800,0.80351,0.79906,0.79464,0.79025,0.78590,0.78157,0.77727,0.77299,0.76874,0.76451,0.76032,0.75616,0.75202,0.74793,0.74387,0.73986,0.73589,0.73197,0.72811,0.72429,0.72053,0.71683,0.71319,0.70960,0.70607,0.70259,0.69915,0.69577,0.69241,0.68909,0.68579,0.68250,0.67921,0.67590,0.67257,0.66919,0.66577,0.66228,0.65871,0.65505,0.65130,0.64744,0.64347,0.63940,0.63522,0.63094,0.62657,0.62212,0.61762,0.61308,0.60853,0.60399,0.59949,0.59506,0.59073,0.58654,0.58251,0.57868,0.57509,0.57176,0.56873,0.56603,0.56368,0.56172,0.56016,0.55905,0.55839,0.55820,0.55851,0.55933,0.56068,0.56256,0.56498,0.56795,0.57147,0.57554,0.58017,0.58534,0.59105,0.59730,0.60407,0.61136
0.89289,0.88679,0.88086,0.87510,0.86950,0.86405,0.85874,0.85355,0.84849,0.84355,0.83870,0.83395,0.82927,0.82468,0.82014,0.81567,0.81124,0.80685,0.80250,0.79819,0.79390,0.78963,0.78538,0.78115,0.77694,0.77274,0.76857,0.76441,0.76027,0.75616,0.75207,0.74802,0.74400,0.74001,0.73607,0.73218,0.72834,0.72455,0.72081,0.71713,0.71351,0.70994,0.70644,0.70298,0.69958,0.69622,0.69290,0.68960,0.68633,0.68306,0.67979,0.67650,0.67318,0.66980,0.66636,0.66284,0.65923,0.65550,0.65166,0.64769,0.64358,0.63934,0.63496,0.63045,0.62583,0.62110,0.61628,0.61140,0.60649,0.60157,0.59666,0.59182,0.58706,0.58242,0.57794,0.57366,0.56961,0.56582,0.56232,0.55916,0.55636,0.55395,0.55197,0.55042,0.54935,0.54877,0.54870,0.54916,0.55016,0.55171,0.55383,0.55651,0.55977,0.56360,0.56800,0.57298,0.57851,0.58460,0.59124,0.59841
0.88878,0.88289,0.87718,0.87163,0.86625,0.86101,0.85592,0.85096,0.84611,0.84137,0.83673,0.83218,0.82770,0.82329,0.81894,0.81464,0.81038,0.80615,0.80195,0.79777,0.79361,0.78946,0.78532,0.78119,0.77707,0.77295,0.76885,0.76475,0.76067,0.75660,0.75256,0.74854,0.74455,0.74060,0.73668,0.73281,0.72898,0.72521,0.72150,0.71784,0.71424,0.71070,0.70721,0.70379,0.70042,0.69709,0.69380,0.69054,0.68731,0.68408,0.68084,0.67758,0.67427,0.67091,0.66747,0.66394,0.66029,0.65651,0.65259,0.64851,0.64427,0.63986,0.63528,0.63055,0.62566,0.62064,0.61551,0.61028,0.60499,0.59967,0.59435,0.58907,0.58386,0.57877,0.57382,0.56906,0.56453,0.56026,0.55629,0.55265,0.54939,0.54652,0.54408,0.54209,0.54059,0.53960,0.53914,0.53922,0.53986,0.54107,0.54287,0.54526,0.54824,0.55182,0.55599,0.56076,0.56611,0.57203,0.57853,0.58558
0.88498,0.87931,0.87382,0.86851,0.86335,0.85834,0.85347,0.84873,0.84411,0.83959,0.83516,0.83082,0.82655,0.82233,0.81817,0.81405,0.80996,0.80589,0.80185,0.79781,0.79378,0.78975,0.78572,0.78168,0.77765,0.77361,0.76957,0.76554,0.76150,0.75748,0.75347,0.74949,0.74552,0.74159,0.73769,0.73384,0.73003,0.72627,0.72257,0.71893,0.71535,0.71183,0.70838,0.70498,0.70164,0.69835,0.69511,0.69189,0.68870,0.68552,0.68232,0.67910,0.67584,0.67250,0.66908,0.66554,0.66188,0.65806,0.65407,0.64989,0.64553,0.64096,0.63619,0.63122,0.62607,0.62075,0.61528,0.60970,0.60402,0.59829,0.59254,0.58680,0.58113,0.57556,0.57013,0.56488,0.55985,0.55508,0.55062,0.54649,0.54274,0.53939,0.53648,0.53404,0.53210,0.53068,0.52980,0.52949,0.52976,0.53062,0.53209,0.53417,0.53687,0.54019,0.54412,0.54868,0.55383,0.55959,0.56594,0.57287
0.88149,0.87605,0.87080,0.86572,0.86080,0.85603,0.85139,0.84689,0.84249,0.83820,0.83400,0.82987,0.82581,0.82180,0.81783,0.81389,0.80998,0.80608,0.80218,0.79829,0.79439,0.79048,0.78656,0.78262,0.77867,0.77471,0.77073,0.76675,0.76276,0.75878,0.75480,0.75084,0.74689,0.74298,0.73909,0.73525,0.73145,0.72770,0.72401,0.72039,0.71683,0.71333,0.70990,0.70653,0.70323,0.69998,0.69678,0.69362,0.69048,0.68735,0.68422,0.68105,0.67784,0.67455,0.67116,0.66764,0.66397,0.66013,0.65609,0.65183,0.64734,0.64262,0.63766,0.63246,0.62704,0.62141,0.61560,0.60964,0.60356,0.59740,0.59120,0.58500,0.57884,0.57277,0.56684,0.56108,0.55554,0.55026,0.54529,0.54065,0.53640,0.53256,0.52917,0.52626,0.52386,0.52200,0.52070,0.51998,0.51987,0.52037,0.52149,0.52325,0.52566,0.52871,0.53240,0.53673,0.54169,0.54727,0.55347,0.56027
0.87831,0.87311,0.86810,0.86326,0.85858,0.85406,0.84967,0.84541,0.84125,0.83720,0.83322,0.82932,0.82548,0.82167,0.81791,0.81416,0.81043,0.80670,0.80296,0.79921,0.79544,0.79165,0.78783,0.78399,0.78012,0.77623,0.77232,0.76838,0.76444,0.76048,0.75653,0.75258,0.74865,0.74474,0.74086,0.73702,0.73322,0.72948,0.72580,0.72218,0.71863,0.71516,0.71175,0.70842,0.70515,0.70195,0.69880,0.69569,0.69262,0.68956,0.68649,0.68340,0.68025,0.67702,0.67368,0.67020,0.66655,0.66270,0.65862,0.65430,0.64970,0.64483,0.63968,0.63425,0.62855,0.62261,0.61644,0.61009,0.60359,0.59699,0.59032,0.58363,0.57697,0.57039,0.56394,0.55765,0.55158,0.54578,0.54028,0.53512,0.53035,0.52600,0.52212,0.51873,0.51586,0.51354,0.51181,0.51067,0.51016,0.51028,0.51106,0.51249,0.51459,0.51736,0.52080,0.52490,0.52966,0.53507,0.54111,0.54778
0.87542,0.87047,0.86571,0.86112,0.85670,0.85243,0.84830,0.84429,0.84038,0.83657,0.83284,0.82917,0.82555,0.82196,0.81840,0.81485,0.81130,0.80774,0.80416,0.80056,0.79692,0.79325,0.78954,0.78579,0.78200,0.77817,0.77431,0.77042,0.76651,0.76258,0.75864,0.75470,0.75077,0.74686,0.74298,0.73913,0.73533,0.73159,0.72790,0.72429,0.72075,0.71728,0.71390,0.71059,0.70737,0.70421,0.70111,0.69807,0.69507,0.69209,0.68911,0.68610,0.68304,0.67989,0.67662,0.67320,0.66959,0.66576,0.66166,0.65728,0.65260,0.64758,0.64224,0.63657,0.63059,0.62432,0.61779,0.61103,0.60409,0.59702,0.58986,0.58267,0.57549,0.56838,0.56139,0.55456,0.54795,0.54160,0.53556,0.52987,0.52458,0.51971,0.51532,0.51143,0.50808,0.50530,0.50312,0.50155,0.50063,0.50037,0.50078,0.50188,0.50367,0.50615,0.50933,0.51319,0.51774,0.52297,0.52885,0.53539
0.87282,0.86813,0.86363,0.85930,0.85515,0.85114,0.84727,0.84352,0.83987,0.83632,0.83283,0.82940,0.82602,0.82265,0.81931,0.81596,0.81260,0.80921,0.80580,0.80234,0.79883,0.79528,0.79167,0.78801,0.78429,0.78052,0.77671,0.77285,0.76896,0.76504,0.76111,0.75717,0.75323,0.74931,0.74542,0.74156,0.73774,0.73398,0.73029,0.72667,0.72313,0.71968,0.71631,0.71303,0.70984,0.70673,0.70370,0.70073,0.69780,0.69491,0.69202,0.68912,0.68616,0.68312,0.67995,0.67662,0.67307,0.66928,0.66519,0.66077,0.65600,0.65086,0.64533,0.63942,0.63315,0.62653,0.61961,0.61243,0.60503,0.59747,0.58980,0.58208,0.57437,0.56671,0.55916,0.55178,0.54461,0.53771,0.53112,0.52488,0.51905,0.51366,0.50874,0.50435,0.50051,0.49725,0.49461,0.49261,0.49127,0.49061,0.49066,0.49141,0.49287,0.49506,0.49797,0.50160,0.50594,0.51098,0.51670,0.52310
0.87050,0.86607,0.86184,0.85779,0.85391,0.85018,0.84658,0.84310,0.83972,0.83643,0.83320,0.83002,0.82687,0.82374,0.82061,0.81747,0.81430,0.81110,0.80785,0.80454,0.80116,0.79772,0.79421,0.79063,0.78698,0.78327,0.77949,0.77566,0.77178,0.76787,0.76393,0.75998,0.75602,0.75208,0.74816,0.74427,0.74043,0.73665,0.73294,0.72931,0.72576,0.72231,0.71895,0.71570,0.71254,0.70948,0.70650,0.70361,0.70077,0.69798,0.69520,0.69242,0.68959,0.68667,0.68363,0.68040,0.67695,0.67322,0.66917,0.66474,0.65990,0.65463,0.64892,0.64277,0.63619,0.62922,0.62189,0.61426,0.60638,0.59830,0.59010,0.58184,0.57356,0.56534,0.55722,0.54927,0.54153,0.53406,0.52691,0.52012,0.51374,0.50781,0.50237,0.49746,0.49312,0.48938,0.48627,0.48382,0.48206,0.48100,0.48066,0.48106,0.48220,0.48409,0.48673,0.49011,0.49423,0.49908,0.50464,0.51090
0.86845,0.86430,0.86035,0.85658,0.85298,0.84953,0.84622,0.84302,0.83992,0.83689,0.83393,0.83101,0.82811,0.82522,0.82232,0.81939,0.81642,0.81339,0.81030,0.80714,0.80390,0.80057,0.79716,0.79365,0.79006,0.78639,0.78264,0.77883,0.77496,0.77104,0.76708,0.76310,0.75912,0.75514,0.75118,0.74725,0.74338,0.73956,0.73582,0.73216,0.72860,0.72514,0.72179,0.71855,0.71542,0.71240,0.70949,0.70667,0.70393,0.70124,0.69859,0.69594,0.69326,0.69050,0.68760,0.68453,0.68120,0.67757,0.67358,0.66916,0.66428,0.65890,0.65300,0.64660,0.63970,0.63235,0.62459,0.61648,0.60808,0.59947,0.59072,0.58188,0.57302,0.56422,0.55552,0.54698,0.53867,0.53063,0.52291,0.51555,0.50862,0.50215,0.49617,0.49074,0.48590,0.48167,0.47808,0.47518,0.47298,0.47151,0.47079,0.47083,0.47163,0.47322,0.47558,0.47871,0.48261,0.48727,0.49267,0.49879
0.86666,0.86279,0.85913,0.85565,0.85234,0.84919,0.84617,0.84326,0.84044,0.83770,0.83502,0.83236,0.82972,0.82707,0.82440,0.82169,0.81892,0.81608,0.81316,0.81015,0.80703,0.80382,0.80049,0.79706,0.79352,0.78989,0.78616,0.78235,0.77847,0.77452,0.77054,0.76652,0.76249,0.75846,0.75445,0.75047,0.74654,0.74268,0.73889,0.73520,0.73161,0.72813,0.72478,0.72155,0.71844,0.71546,0.71261,0.70986,0.70722,0.70465,0.70214,0.69964,0.69713,0.69455,0.69184,0.68894,0.68578,0.68229,0.67839,0.67402,0.66912,0.66363,0.65756,0.65089,0.64365,0.63589,0.62766,0.61904,0.61011,0.60093,0.59159,0.58216,0.57271,0.56330,0.55401,0.54488,0.53598,0.52736,0.51906,0.51115,0.50365,0.49663,0.49012,0.48417,0.47881,0.47408,0.47002,0.46666,0.46403,0.46214,0.46102,0.46070,0.46116,0.46244,0.46452,0.46740,0.47108,0.47554,0.48077,0.48676
0.86511,0.86154,0.85817,0.85500,0.85199,0.84914,0.84642,0.84381,0.84130,0.83885,0.83645,0.83407,0.83169,0.82930,0.82687,0.82438,0.82182,0.81917,0.81641,0.81355,0.81056,0.80745,0.80421,0.80084,0.79735,0.79374,0.79002,0.78620,0.78230,0.77832,0.77429,0.77021,0.76612,0.76202,0.75794,0.75390,0.74990,0.74597,0.74213,0.73839,0.73476,0.73125,0.72788,0.72464,0.72156,0.71861,0.71581,0.71314,0.71060,0.70815,0.70578,0.70346,0.70113,0.69876,0.69626,0.69359,0.69064,0.68733,0.68358,0.67929,0.67439,0.66882,0.66256,0.65561,0.64801,0.63980,0.63107,0.62190,0.61238,0.60261,0.59265,0.58261,0.57254,0.56253,0.55263,0.54290,0.53341,0.52421,0.51534,0.50685,0.49880,0.49123,0.48419,0.47771,0.47184,0.46661,0.46207,0.45825,0.45517,0.45286,0.45135,0.45065,0.45078,0.45174,0.45353,0.45616,0.45962,0.46389,0.46896,0.47481
0.86380,0.86053,0.85747,0.85460,0.85191,0.84937,0.84696,0.84467,0.84246,0.84031,0.83821,0.83611,0.83401,0.83188,0.82970,0.82744,0.82509,0.82263,0.82005,0.81733,0.81447,0.81146,0.80830,0.80499,0.80153,0.79793,0.79421,0.79037,0.78642,0.78240,0.77830,0.77416,0.76999,0.76581,0.76164,0.75751,0.75343,0.74942,0.74550,0.74169,0.73800,0.73445,0.73105,0.72780,0.72472,0.72180,0.71905,0.71645,0.71400,0.71168,0.70946,0.70732,0.70520,0.70306,0.70082,0.69841,0.69572,0.69265,0.68909,0.68493,0.68007,0.67444,0.66799,0.66074,0.65273,0.64404,0.63476,0.62499,0.61485,0.60444,0.59385,0.58316,0.57247,0.56183,0.55132,0.54100,0.53091,0.52113,0.51168,0.50264,0.49403,0.48592,0.47834,0.47134,0.46495,0.45923,0.45421,0.44992,0.44640,0.44367,0.44176,0.44069,0.44047,0.44111,0.44262,0.44499,0.44822,0.45230,0.45720,0.46292
0.86271,0.85975,0.85700,0.85445,0.85208,0.84986,0.84778,0.84581,0.84392,0.84208,0.84028,0.83849,0.83668,0.83482,0.83289,0.83087,0.82873,0.82647,0.82406,0.82149,0.81875,0.81584,0.81275,0.80949,0.80605,0.80246,0.79871,0.79484,0.79084,0.78674,0.78256,0.77833,0.77406,0.76978,0.76551,0.76127,0.75708,0.75298,0.74897,0.74507,0.74131,0.73770,0.73425,0.73098,0.72788,0.72498,0.72226,0.71972,0.71736,0.71516,0.71310,0.71115,0.70926,0.70737,0.70543,0.70332,0.70095,0.69819,0.69489,0.69092,0.68615,0.68046,0.67383,0.66624,0.65778,0.64854,0.63864,0.62823,0.61742,0.60633,0.59508,0.58374,0.57240,0.56114,0.55002,0.53910,0.52843,0.51806,0.50806,0.49845,0.48930,0.48065,0.47254,0.46502,0.45813,0.45191,0.44640,0.44165,0.43768,0.43453,0.43222,0.43078,0.43021,0.43054,0.43176,0.43388,0.43688,0.44077,0.44551,0.45109
0.86183,0.85918,0.85675,0.85453,0.85249,0.85061,0.84886,0.84721,0.84565,0.84415,0.84266,0.84118,0.83966,0.83808,0.83642,0.83464,0.83273,0.83067,0.82843,0.82601,0.82339,0.82057,0.81755,0.81432,0.81090,0.80730,0.80352,0.79958,0.79551,0.79133,0.78705,0.78271,0.77832,0.77391,0.76952,0.76515,0.76085,0.75662,0.75250,0.74850,0.74465,0.74096,0.73745,0.73412,0.73100,0.72809,0.72539,0.72291,0.72063,0.71854,0.71663,0.71487,0.71321,0.71161,0.70998,0.70823,0.70624,0.70386,0.70092,0.69722,0.69258,0.68688,0.68004,0.67208,0.66309,0.65322,0.64264,0.63151,0.61998,0.60819,0.59625,0.58424,0.57226,0.56038,0.54865,0.53714,0.52589,0.51496,0.50440,0.49425,0.48456,0.47538,0.46675,0.45872,0.45133,0.44462,0.43864,0.43343,0.42901,0.42544,0.42273,0.42091,0.42000,0.42001,0.42094,0.42281,0.42559,0.42928,0.43387,0.43932
0.86112,0.85880,0.85670,0.85482,0.85311,0.85157,0.85017,0.84887,0.84765,0.84648,0.84533,0.84417,0.84296,0.84167,0.84028,0.83876,0.83708,0.83522,0.83316,0.83089,0.82839,0.82566,0.82269,0.81949,0.81607,0.81244,0.80861,0.80460,0.80044,0.79614,0.79174,0.78726,0.78274,0.77819,0.77364,0.76913,0.76468,0.76031,0.75606,0.75194,0.74797,0.74418,0.74058,0.73720,0.73403,0.73109,0.72840,0.72594,0.72372,0.72174,0.71997,0.71839,0.71697,0.71566,0.71437,0.71303,0.71149,0.70958,0.70708,0.70376,0.69935,0.69367,0.68660,0.67819,0.66857,0.65798,0.64662,0.63471,0.62242,0.60990,0.59725,0.58458,0.57196,0.55946,0.54714,0.53505,0.52324,0.51177,0.50067,0.48999,0.47978,0.47008,0.46095,0.45241,0.44453,0.43734,0.43089,0.42522,0.42037,0.41637,0.41327,0.41107,0.40981,0.40951,0.41016,0.41177,0.41433,0.41784,0.42227,0.42760
0.86059,0.85859,0.85683,0.85529,0.85394,0.85275,0.85170,0.85076,0.84990,0.84908,0.84827,0.84744,0.84655,0.84557,0.84446,0.84321,0.84177,0.84012,0.83824,0.83611,0.83373,0.83108,0.82816,0.82498,0.82154,0.81786,0.81396,0.80986,0.80558,0.80116,0.79661,0.79198,0.78728,0.78256,0.77785,0.77317,0.76855,0.76402,0.75961,0.75534,0.75124,0.74733,0.74363,0.74015,0.73691,0.73393,0.73121,0.72876,0.72658,0.72467,0.72302,0.72161,0.72042,0.71939,0.71847,0.71756,0.71653,0.71518,0.71327,0.71047,0.70642,0.70081,0.69347,0.68450,0.67412,0.66266,0.65043,0.63767,0.62458,0.61130,0.59796,0.58463,0.57139,0.55829,0.54540,0.53277,0.52042,0.50843,0.49681,0.48562,0.47491,0.46472,0.45509,0.44607,0.43770,0.43004,0.42313,0.41701,0.41172,0.40731,0.40381,0.40125,0.39965,0.39902,0.39939,0.40075,0.40310,0.40642,0.41070,0.41592
0.86020,0.85854,0.85712,0.85593,0.85494,0.85412,0.85343,0.85286,0.85236,0.85191,0.85145,0.85097,0.85042,0.84976,0.84895,0.84797,0.84678,0.84534,0.84365,0.84167,0.83940,0.83683,0.83395,0.83077,0.82730,0.82356,0.81956,0.81535,0.81093,0.80635,0.80163,0.79682,0.79194,0.78702,0.78211,0.77724,0.77243,0.76771,0.76313,0.75869,0.75443,0.75037,0.74654,0.74295,0.73961,0.73656,0.73379,0.73131,0.72914,0.72728,0.72571,0.72444,0.72344,0.72268,0.72211,0.72164,0.72116,0.72048,0.71931,0.71724,0.71373,0.70828,0.70061,0.69088,0.67953,0.66705,0.65384,0.64019,0.62628,0.61226,0.59824,0.58428,0.57045,0.55680,0.54337,0.53022,0.51737,0.50488,0.49277,0.48110,0.46991,0.45924,0.44914,0.43965,0.43082,0.42270,0.41533,0.40877,0.40306,0.39824,0.39435,0.39142,0.38948,0.38854,0.38863,0.38974,0.39188,0.39503,0.39917,0.40427
0.85993,0.85861,0.85755,0.85672,0.85609,0.85564,0.85533,0.85514,0.85502,0.85495,0.85487,0.85475,0.85454,0.85422,0.85373,0.85303,0.85210,0.85089,0.84939,0.84756,0.84540,0.84289,0.84004,0.83685,0.83333,0.82951,0.82540,0.82104,0.81646,0.81170,0.80678,0.80176,0.79666,0.79153,0.78640,0.78131,0.77628,0.77136,0.76657,0.76194,0.75750,0.75327,0.74928,0.74554,0.74209,0.73892,0.73607,0.73354,0.73134,0.72948,0.72796,0.72677,0.72592,0.72537,0.72511,0.72506,0.72514,0.72518,0.72491,0.72384,0.72120,0.71606,0.70790,0.69711,0.68451,0.67084,0.65658,0.64202,0.62732,0.61260,0.59795,0.58341,0.56904,0.55488,0.54097,0.52733,0.51402,0.50107,0.48851,0.47639,0.46475,0.45363,0.44307,0.43313,0.42385,0.41528,0.40748,0.40049,0.39436,0.38914,0.38486,0.38157,0.37929,0.37805,0.37787,0.37874,0.38067,0.38364,0.38765,0.39265
0.85977,0.85879,0.85809,0.85762,0.85737,0.85730,0.85738,0.85758,0.85786,0.85817,0.85848,0.85874,0.85891,0.85893,0.85877,0.85838,0.85772,0.85675,0.85544,0.85377,0.85171,0.84927,0.84643,0.84321,0.83962,0.83569,0.83145,0.82692,0.82215,0.81717,0.81203,0.80677,0.80143,0.79606,0.79068,0.78534,0.78007,0.77492,0.76990,0.76505,0.76040,0.75598,0.75181,0.74790,0.74429,0.74099,0.73802,0.73539,0.73312,0.73121,0.72968,0.72852,0.72774,0.72733,0.72729,0.72757,0.72813,0.72886,0.72957,0.72981,0.72859,0.72413,0.71515,0.70271,0.68853,0.67358,0.65829,0.64289,0.62749,0.61216,0.59696,0.58192,0.56708,0.55247,0.53812,0.52406,0.51033,0.49696,0.48399,0.47145,0.45938,0.44783,0.43685,0.42648,0.41677,0.40778,0.39955,0.39215,0.38561,0.37999,0.37534,0.37169,0.36908,0.36754,0.36708,0.36772,0.36945,0.37227,0.37614,0.38106
0.85968,0.85905,0.85870,0.85861,0.85874,0.85906,0.85954,0.86015,0.86083,0.86155,0.86227,0.86293,0.86348,0.86388,0.86407,0.86400,0.86362,0.86290,0.86180,0.86028,0.85833,0.85594,0.85311,0.84984,0.84617,0.84210,0.83769,0.83296,0.82797,0.82275,0.81735,0.81183,0.80622,0.80057,0.79492,0.78931,0.78377,0.77836,0.77309,0.76800,0.76312,0.75848,0.75409,0.74999,0.74620,0.74273,0.73960,0.73683,0.73443,0.73242,0.73081,0.72960,0.72881,0.72843,0.72848,0.72894,0.72980,0.73103,0.73256,0.73418,0.73520,0.73248,0.72159,0.70668,0.69082,0.67472,0.65860,0.64254,0.62659,0.61079,0.59515,0.57971,0.56448,0.54950,0.53478,0.52035,0.50626,0.49251,0.47916,0.46624,0.45378,0.44184,0.43046,0.41968,0.40957,0.40016,0.39153,0.38372,0.37678,0.37078,0.36576,0.36176,0.35883,0.35699,0.35627,0.35668,0.35822,0.36088,0.36464,0.36947
