Anchor_1,Anchor_2,Anchor_3,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50
"(42, 99)","(30, 3)","(98, 43)","(51, 38)","(52, 58)","(59, 67)","(11, 12)","(100, 75)","(100, 81)","(0, 51)","(55, 93)","(95, 65)","(60, 62)","(100, 64)","(92, 24)","(27, 42)","(20, 2)","(42, 94)","(83, 18)","(80, 28)","(74, 51)","(43, 41)","(84, 64)","(93, 10)","(60, 0)","(59, 2)","(75, 73)","(54, 96)","(62, 79)","(13, 33)","(5, 56)","(13, 98)","(40, 100)","(51, 30)","(23, 13)","(12, 77)","(22, 63)","(88, 4)","(92, 55)","(35, 57)","(10, 99)","(6, 24)","(85, 92)","(30, 24)","(48, 40)","(100, 59)","(39, 36)","(13, 23)","(84, 18)","(13, 85)","(6, 4)","(37, 72)","(15, 17)"
"(67, 27)","(44, 81)","(47, 9)","(12, 30)","(35, 98)","(13, 6)","(96, 41)","(90, 22)","(75, 44)","(23, 60)","(24, 6)","(32, 0)","(12, 75)","(75, 24)","(14, 80)","(100, 59)","(17, 72)","(51, 96)","(66, 69)","(9, 39)","(1, 86)","(48, 28)","(27, 0)","(75, 37)","(47, 47)","(15, 0)","(55, 37)","(78, 31)","(40, 17)","(26, 23)","(38, 61)","(24, 70)","(14, 68)","(37, 5)","(29, 61)","(41, 76)","(30, 70)","(6, 63)","(92, 60)","(47, 22)","(5, 25)","(62, 55)","(5, 19)","(35, 65)","(39, 89)","(24, 45)","(5, 43)","(37, 43)","(16, 83)","(11, 87)","(67, 14)","(28, 4)","(96, 66)"
"(95, 93)","(29, 45)","(37, 36)","(88, 70)","(82, 26)","(83, 72)","(80, 96)","(25, 35)","(29, 28)","(45, 24)","(16, 71)","(5, 100)","(0, 61)","(54, 33)","(95, 11)","(0, 70)","(76, 22)","(79, 10)","(66, 16)","(27, 98)","(97, 35)","(12, 91)","(5, 16)","(9, 100)","(32, 40)","(49, 62)","(55, 27)","(55, 90)","(79, 0)","(4, 79)","(88, 44)","(55, 46)","(9, 79)","(80, 99)","(75, 62)","(67, 21)","(0, 87)","(61, 80)","(37, 3)","(0, 35)","(81, 1)","(99, 78)","(48, 61)","(63, 60)","(87, 26)","(16, 81)","(78, 35)","(3, 93)","(97, 9)","(56, 48)","(7, 86)","(33, 29)","(27, 49)"
"(49, 1)","(89, 65)","(73, 7)","(87, 78)","(46, 92)","(89, 75)","(3, 77)","(29, 6)","(27, 12)","(43, 67)","(100, 73)","(13, 93)","(67, 61)","(70, 60)","(57, 29)","(91, 36)","(47, 5)","(56, 21)","(90, 31)","(76, 60)","(54, 8)","(1, 41)","(2, 67)","(20, 95)","(59, 18)","(74, 79)","(94, 28)","(32, 13)","(66, 100)","(74, 63)","(43, 84)","(62, 5)","(58, 34)","(19, 0)","(24, 86)","(30, 3)","(30, 9)","(14, 84)","(23, 37)","(90, 10)","(26, 63)","(68, 70)","(95, 12)","(94, 10)","(58, 79)","(60, 20)","(91, 0)","(83, 31)","(46, 97)","(12, 11)","(69, 100)","(0, 25)","(72, 15)"
"(11, 3)","(92, 32)","(35, 6)","(71, 85)","(10, 6)","(28, 18)","(53, 76)","(62, 29)","(86, 82)","(39, 42)","(11, 35)","(44, 76)","(69, 33)","(0, 18)","(29, 0)","(68, 85)","(75, 100)","(100, 0)","(32, 13)","(56, 37)","(16, 96)","(60, 68)","(29, 15)","(56, 32)","(9, 70)","(40, 53)","(73, 56)","(9, 85)","(89, 47)","(12, 75)","(80, 49)","(76, 79)","(0, 85)","(40, 4)","(45, 30)","(87, 71)","(40, 83)","(98, 36)","(92, 73)","(66, 47)","(9, 57)","(6, 92)","(80, 57)","(96, 46)","(87, 42)","(23, 11)","(2, 33)","(41, 26)","(4, 36)","(13, 83)","(56, 57)","(39, 10)","(73, 70)"
"(68, 88)","(69, 48)","(37, 25)","(33, 53)","(8, 57)","(36, 33)","(35, 45)","(17, 94)","(35, 84)","(27, 22)","(11, 90)","(36, 75)","(7, 86)","(0, 58)","(30, 56)","(53, 96)","(58, 43)","(17, 38)","(9, 95)","(55, 61)","(16, 31)","(5, 79)","(33, 35)","(12, 30)","(51, 48)","(82, 40)","(54, 60)","(14, 24)","(72, 42)","(12, 69)","(22, 33)","(0, 14)","(31, 90)","(2, 100)","(37, 68)","(29, 29)","(47, 96)","(23, 99)","(37, 35)","(25, 40)","(40, 0)","(21, 80)","(15, 54)","(24, 64)","(19, 22)","(61, 93)","(73, 66)","(0, 16)","(84, 96)","(8, 92)","(36, 81)","(49, 99)","(38, 14)"
"(77, 13)","(59, 76)","(12, 12)","(43, 45)","(64, 88)","(17, 33)","(72, 47)","(78, 35)","(5, 74)","(99, 14)","(100, 96)","(16, 31)","(11, 44)","(65, 50)","(76, 32)","(71, 39)","(6, 66)","(34, 2)","(71, 4)","(2, 9)","(54, 30)","(77, 61)","(54, 89)","(47, 14)","(36, 14)","(68, 30)","(2, 15)","(90, 89)","(58, 86)","(0, 1)","(36, 30)","(61, 85)","(33, 37)","(54, 36)","(28, 91)","(83, 77)","(39, 77)","(1, 97)","(3, 63)","(55, 8)","(75, 57)","(27, 69)","(41, 59)","(28, 9)","(73, 46)","(86, 72)","(7, 75)","(50, 28)","(93, 94)","(48, 2)","(99, 81)","(48, 76)","(53, 69)"
"(90, 51)","(75, 59)","(80, 15)","(45, 89)","(22, 7)","(48, 85)","(20, 91)","(40, 64)","(13, 18)","(38, 42)","(37, 71)","(8, 38)","(13, 55)","(72, 75)","(95, 75)","(24, 40)","(99, 48)","(47, 91)","(84, 84)","(83, 1)","(20, 85)","(53, 86)","(40, 1)","(2, 83)","(4, 12)","(89, 39)","(15, 46)","(15, 52)","(18, 76)","(53, 45)","(59, 86)","(11, 100)","(82, 65)","(91, 45)","(73, 22)","(72, 11)","(6, 83)","(60, 57)","(78, 73)","(54, 64)","(19, 30)","(59, 78)","(62, 47)","(50, 14)","(48, 63)","(60, 34)","(95, 25)","(93, 41)","(91, 41)","(69, 40)","(66, 80)","(48, 7)","(61, 4)"
"(26, 46)","(39, 77)","(54, 40)","(87, 5)","(2, 59)","(32, 69)","(33, 72)","(7, 61)","(56, 24)","(100, 57)","(3, 98)","(29, 80)","(74, 69)","(94, 95)","(51, 45)","(55, 3)","(41, 48)","(3, 63)","(17, 87)","(4, 8)","(26, 71)","(90, 86)","(59, 77)","(0, 63)","(82, 47)","(60, 19)","(61, 77)","(81, 20)","(95, 23)","(11, 98)","(73, 44)","(64, 57)","(63, 61)","(51, 23)","(18, 8)","(0, 23)","(23, 21)","(21, 2)","(59, 63)","(91, 36)","(39, 24)","(55, 16)","(96, 20)","(33, 79)","(8, 58)","(57, 22)","(61, 76)","(47, 58)","(36, 91)","(100, 73)","(7, 84)","(63, 63)","(72, 73)"
"(23, 4)","(50, 27)","(65, 56)","(50, 45)","(20, 12)","(61, 82)","(49, 56)","(8, 52)","(68, 85)","(27, 69)","(77, 70)","(48, 50)","(44, 61)","(30, 52)","(67, 99)","(95, 88)","(14, 5)","(82, 67)","(30, 79)","(54, 52)","(40, 92)","(40, 72)","(43, 77)","(11, 94)","(83, 90)","(74, 90)","(16, 52)","(32, 51)","(42, 55)","(20, 61)","(48, 68)","(92, 77)","(55, 69)","(37, 56)","(24, 77)","(28, 54)","(81, 78)","(43, 91)","(28, 77)","(11, 5)","(21, 18)","(46, 76)","(95, 98)","(25, 71)","(99, 93)","(66, 68)","(53, 70)","(58, 85)","(30, 52)","(75, 90)","(59, 99)","(40, 32)","(49, 36)"
