,x1,x2,label
0,0.0856526075,1.0194147476,0
1,-0.8643704335,0.6155508217,0
2,-0.144243744,0.0742955065,1
3,0.2088664061,-0.0636548631,1
4,-0.4518027313,-0.9559694034,0
5,-0.7653041421,-0.7018894848,0
6,0.1604743207,0.0875518885,1
7,0.2442983742,0.054877162,1
8,0.1180073977,0.177424671,1
9,0.8980696419,-0.5330795695,0
10,-0.1841759054,-0.1396792971,1
11,-0.8722864863,0.4711471951,0
12,-0.0012689172,0.1351633248,1
13,0.149003844,-0.1755072144,1
14,-0.0401187192,-0.1217218837,1
15,-0.2061800694,-0.0310599127,1
16,-0.1795349314,-0.9557235794,0
17,0.1857500055,0.0450727582,1
18,0.0927258454,-1.0084435156,0
19,0.0357703533,0.2412842198,1
20,0.2358504683,0.0066154838,1
21,-0.8551436543,-0.4261957068,0
22,-0.1639572007,-0.1042114871,1
23,0.1554249398,-0.0733328441,1
24,-1.0853986574,-0.1334506881,0
25,0.3569667852,-0.9705673935,0
26,-0.4416264186,-0.865156373,0
27,0.0765660869,-0.2490538384,1
28,0.1949382153,-0.1195461703,1
29,-0.9400711233,-0.3513848524,0
30,-0.4416264186,-0.865156373,0
31,0.3211608245,0.976260725,0
32,0.202918671,0.1568070229,1
33,0.1410330981,-0.141366471,1
34,-0.9985042835,0.1602524518,0
35,0.0771198266,-0.1080022722,1
36,0.1019789702,0.202636123,1
37,0.5741603896,0.9227837035,0
38,-0.1795742812,0.0242745981,1
39,0.965234607,-0.26011554,0
40,-0.0352491319,-0.2195787168,1
41,1.0245168006,0.0057210203,0
42,-0.1463875189,0.2308143656,1
43,-0.1672034687,-0.1687725251,1
44,-0.1026062637,0.1775333771,1
45,-0.8682953925,-0.5338786505,0
46,0.9629044827,0.2566195391,0
47,0.1803910705,0.1319470551,1
48,-0.8999724338,0.4283693556,0
49,-0.1222660787,-0.1154744416,1
50,-0.1687627822,-0.2047295732,1
51,0.3173714367,0.9526575842,0
52,-0.0716590361,0.2008267651,1
53,-0.4177368085,0.9009107728,0
54,1.0145506831,-0.1368814491,0
55,-0.0234080954,-0.1724930662,1
56,-0.5756027566,0.802144511,0
57,-0.0210620371,1.0739457279,0
58,-0.8829172372,0.4387525962,0
59,0.1829524068,0.1581055591,1
60,-0.1789344831,0.1217710942,1
61,-0.1989968606,-0.1532145078,1
62,1.0027187417,-0.0180770143,0
63,-0.6140386213,0.7776270172,0
64,0.1378777419,-1.0508664837,0
65,0.1447494505,-0.194153624,1
66,-0.9941229445,-0.2173052708,0
67,0.2411983085,0.9229413475,0
68,-0.0951026964,0.1558605809,1
69,0.1615594222,-0.1279209878,1
70,-0.0684811368,0.999151959,0
71,-0.7386238258,-0.6487634404,0
72,0.0590375078,-0.1877202703,1
73,0.7977845221,-0.6656045217,0
74,0.1797254873,-0.0068030602,1
75,0.0029446812,0.1752157879,1
76,-0.7210596724,0.8411590378,0
77,-1.0290456764,-0.0158651362,0
78,0.4819709797,-0.8717147028,0
79,-0.1965612182,-0.109709533,1
80,-0.3897631654,0.944377365,0
81,0.3569667852,-0.9705673935,0
82,-0.2106372494,-0.8974417311,0
83,-0.1238050213,0.0850363727,1
84,-0.0850295977,1.0016266715,0
