,input,output
0,-1.0954773869346734,7.472029049922979
1,-0.3517587939698492,0.4370735565485969
2,0.5728643216080402,-0.5350331495125024
3,0.6934673366834172,-0.784668896247034
4,-1.015075376884422,5.868629493020815
5,1.1356783919597992,-1.535125690879857
6,-0.27135678391959805,0.3064661390899641
7,-1.5376884422110553,22.95795710765427
8,-0.7336683417085428,2.231035003377652
9,-1.6984924623115578,32.29409644575006
10,-0.6532663316582914,1.6272338132300006
11,0.31155778894472386,-0.12766151539404122
12,-1.8592964824120604,44.213788107634485
13,-0.4321608040201004,0.6279761024160238
14,0.391959798994975,-0.2294272918765026
15,-1.5175879396984926,21.952434013349226
16,1.6381909547738696,0.4959797986200215
17,-0.07035175879396993,0.13626946256905872
18,1.8190954773869348,3.032096349885851
19,1.3567839195979898,-1.2938000424974712
20,-0.5929648241206029,1.2692100260156673
21,-0.4120603015075377,0.5735856663488671
22,-1.4974874371859297,20.98028056314351
23,1.9195979899497488,5.076205952525481
24,-0.4522613065326633,0.6873210887807668
25,0.8743718592964824,-1.1736259160760514
26,-0.793969849246231,2.7932907775208706
27,1.778894472361809,2.3504863280738753
28,-0.9547738693467336,4.850486979441344
29,0.09045226130653283,0.05268761107827954
30,0.3316582914572863,-0.15107484033617122
31,1.8391959798994977,3.400909924773654
32,-0.3718592964824121,0.47843336821421556
33,1.9396984924623117,5.54797259726197
34,1.758793969849246,2.0365796831653085
35,0.010050251256281229,0.0949718493231315
36,-1.3969849246231156,16.594647564290803
37,-1.2562814070351758,11.657994382133797
38,0.3517587939698492,-0.17583289891246626
39,1.1758793969849246,-1.541901756669581
40,0.613065326633166,-0.6152677233707288
41,0.7738693467336684,-0.9599852483855872
42,0.8542713567839195,-1.1322685938265864
43,1.2763819095477387,-1.4681821800091577
44,-1.9396984924623115,51.27555269618592
45,0.6733668341708543,-0.7414585913670194
46,-1.8190954773869348,40.96869609312872
47,0.8140703517587942,-1.047143663959463
48,0.6331658291457285,-0.656649531680722
49,-0.8944723618090451,3.9744452779432837
50,-1.899497487437186,47.64706349608716
51,1.658291457286432,0.7145313574520176
52,-1.2763819095477387,12.284711223144587
53,-1.3567839195979898,15.04890055678438
54,-0.170854271356784,0.20209370030917886
55,-1.7587939698492463,36.43883133941632
56,1.6180904522613067,0.29153788325688085
57,1.7386934673366836,1.7398782094977134
58,1.3366834170854274,-1.348433954177121
59,-1.5979899497487438,26.1822002605966
60,-0.7738693467336684,2.5945843979065284
61,1.8592964824120601,3.7891490668712056
62,1.4773869346733668,-0.7845319694313652
63,-0.31155778894472363,0.36535050057073537
64,-0.5125628140703518,0.8983081638322086
65,-0.9346733668341709,4.543372647843918
66,0.8944723618090453,-1.2139280931672107
67,1.0954773869346734,-1.5113502591879158
68,-0.5527638190954773,1.0697882466081778
69,1.3969849246231156,-1.160194421705442
70,1.9597989949748746,6.042116603805015
71,-1.8391959798994975,42.56815368378233
72,-1.1557788944723617,8.878500037635519
73,1.4170854271356785,-1.0804416072621812
74,2.0,7.1
75,-0.3316582914572863,0.39947239598431616
76,-2.0,57.1
77,-0.03015075376884413,0.11515925694552252
78,0.4723618090452262,-0.35279891520834394
79,1.0150753768844223,-1.4219140303839404
80,1.678391959798995,0.9476888921998061
81,1.1155778894472363,-1.5252156121175804
82,-0.693467336683417,1.9097163909627326
83,0.1306532663316582,0.028565293528841018
84,0.5326633165829144,-0.4587240176379187
85,-1.1758793969849246,9.389254364838441
86,-1.0753768844221105,7.043186145364056
87,-0.49246231155778886,0.8221568025323195
88,-1.4773869346733668,20.04076290980307
89,-0.914572864321608,4.251527619542013
90,0.27135678391959805,-0.08477797826710498
91,0.9346733668341707,-1.2905648485316745
92,-0.1507537688442211,0.1866882966025283
93,-0.9949748743718594,5.5125891965890235
94,-1.7989949748743719,39.41455611980969
95,0.7939698492462313,-1.0037340425467405
96,1.5778894472361809,-0.07696316915368367
97,0.9547738693467336,-1.3264787562850877
98,-0.5728643216080402,1.1658246152335534
99,0.6532663316582914,-0.6987480061723056
