what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1283354808703
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283354822921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355164406
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1283355166328
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355176265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355177031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355178656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355178656
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355178718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355190078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355192828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355192828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355192906
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355271718
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355291734
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355291734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355291796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355293921
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355295359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355295359
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355295421
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283355388078
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1283355390734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1283355391171
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1283355392593
