what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356498546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356498609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356504156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356505343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356542500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356545859
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356621218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356624078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356935453
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1283356944000
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356945468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356945468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356945546
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356963171
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1283356964296
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1283356970750
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356971890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356971890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283356971968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283357445046
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283357451437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283357451437
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283357451515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1283357601375
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1283357615171
