-9223372036854775808,1,3,21.2,206.0,23.0,1
-9223372036854775808,1,4,35.0,347.0,85.0,1
-9223372036854775808,1,7,24.7,309.0,25.0,1
-9223372036854775808,1,8,32.3,147.0,55.0,1
-9223372036854775808,1,9,22.3,320.0,53.0,1
-9223372036854775808,1,16,38.9,33.0,33.0,1
-9223372036854775808,1,27,42.9,84.0,51.0,1
-9223372036854775808,1,3,18.7,206.0,23.0,1
-9223372036854775808,1,4,30.0,347.0,85.0,1
-9223372036854775808,1,8,39.7,147.0,55.0,1
-9223372036854775808,1,9,22.7,320.0,53.0,1
-9223372036854775808,1,27,33.8,84.0,51.0,1
1732608415000,1,3,21.2,206.0,23.0,1
1732608415000,1,4,34.9,347.0,85.0,1
1732608415000,1,7,25.5,309.0,25.0,1
1732608415000,1,8,33.3,147.0,55.0,1
1732608415000,1,9,23.5,320.0,53.0,1
1732608415000,1,16,38.7,33.0,33.0,1
1732608415000,1,27,42.9,84.0,51.0,1
1732608415000,1,3,16.3,206.0,23.0,1
1732608415000,1,4,29.1,347.0,85.0,1
1732608415000,1,8,40.9,147.0,55.0,1
1732608415000,1,9,21.9,320.0,53.0,1
1732608415000,1,27,34.4,84.0,51.0,1
1732608416000,1,3,21.2,206.0,23.0,1
1732608416000,1,4,34.7,347.0,85.0,1
1732608416000,1,7,27.8,309.0,25.0,1
1732608416000,1,8,35.4,147.0,55.0,1
1732608416000,1,9,22.6,320.0,53.0,1
1732608416000,1,16,37.2,33.0,33.0,1
1732608416000,1,27,42.6,84.0,51.0,1
1732608416000,1,3,20.2,206.0,23.0,1
1732608416000,1,4,30.9,347.0,85.0,1
1732608416000,1,8,41.5,147.0,55.0,1
1732608416000,1,9,21.2,320.0,53.0,1
1732608416000,1,27,33.9,84.0,51.0,1
1732608417000,1,3,21.2,206.0,23.0,1
1732608417000,1,4,35.7,347.0,85.0,1
1732608417000,1,7,26.6,309.0,25.0,1
1732608417000,1,8,35.6,147.0,55.0,1
1732608417000,1,9,23.1,320.0,53.0,1
1732608417000,1,16,38.2,33.0,33.0,1
1732608417000,1,27,42.8,84.0,51.0,1
1732608417000,1,3,19.3,206.0,23.0,1
1732608417000,1,4,30.9,347.0,85.0,1
1732608417000,1,8,41.2,147.0,55.0,1
1732608417000,1,9,20.2,320.0,53.0,1
1732608417000,1,27,34.6,84.0,51.0,1
1732608418000,1,4,35.2,347.0,85.0,1
1732608418000,1,7,26.8,309.0,25.0,1
1732608418000,1,8,36.1,147.0,55.0,1
1732608418000,1,9,24.1,320.0,53.0,1
1732608418000,1,16,38.2,33.0,33.0,1
1732608418000,1,27,42.6,84.0,51.0,1
1732608418000,1,3,0.0,206.0,23.0,1
1732608418000,1,3,18.8,206.0,23.0,1
1732608418000,1,4,30.2,347.0,85.0,1
1732608418000,1,8,41.0,147.0,55.0,1
1732608418000,1,9,22.2,320.0,53.0,1
1732608418000,1,27,35.1,84.0,51.0,1
1732608419000,1,3,18.1,206.0,23.0,1
1732608419000,1,4,34.6,347.0,85.0,1
1732608419000,1,7,27.7,309.0,25.0,1
1732608419000,1,8,36.7,147.0,55.0,1
1732608419000,1,9,22.5,320.0,53.0,1
1732608419000,1,16,38.5,33.0,33.0,1
1732608419000,1,27,42.0,84.0,51.0,1
1732608419000,1,3,17.5,206.0,23.0,1
1732608419000,1,4,30.5,347.0,85.0,1
1732608419000,1,8,40.9,147.0,55.0,1
1732608419000,1,9,19.3,320.0,53.0,1
1732608419000,1,27,34.5,84.0,51.0,1
1732608420000,1,3,18.2,206.0,23.0,1
1732608420000,1,4,35.5,347.0,85.0,1
1732608420000,1,7,25.0,309.0,25.0,1
1732608420000,1,8,35.8,147.0,55.0,1
1732608420000,1,9,23.2,320.0,53.0,1
1732608420000,1,16,38.2,33.0,33.0,1
1732608420000,1,27,42.0,84.0,51.0,1
1732608420000,1,3,17.8,206.0,23.0,1
1732608420000,1,4,29.4,347.0,85.0,1
1732608420000,1,8,39.6,147.0,55.0,1
1732608420000,1,9,21.6,320.0,53.0,1
1732608420000,1,27,33.6,84.0,51.0,1
1732608421000,1,4,35.4,347.0,85.0,1
1732608421000,1,7,25.7,309.0,25.0,1
1732608421000,1,8,35.9,147.0,55.0,1
1732608421000,1,9,23.5,320.0,53.0,1
1732608421000,1,16,38.8,33.0,33.0,1
1732608421000,1,27,41.9,84.0,51.0,1
1732608421000,1,3,16.2,206.0,23.0,1
1732608421000,1,4,29.9,347.0,85.0,1
1732608421000,1,8,40.1,147.0,55.0,1
1732608421000,1,9,18.7,320.0,53.0,1
1732608421000,1,27,34.0,84.0,51.0,1
1732608422000,1,4,34.2,347.0,85.0,1
1732608422000,1,7,26.2,309.0,25.0,1
1732608422000,1,8,36.0,147.0,55.0,1
1732608422000,1,9,24.0,320.0,53.0,1
1732608422000,1,16,39.0,33.0,33.0,1
1732608422000,1,27,42.1,84.0,51.0,1
1732608422000,1,3,19.7,206.0,23.0,1
1732608422000,1,4,31.2,347.0,85.0,1
1732608422000,1,8,41.6,147.0,55.0,1
1732608422000,1,9,21.8,320.0,53.0,1
1732608422000,1,27,35.7,84.0,51.0,1
1732608423000,1,4,34.6,347.0,85.0,1
1732608423000,1,7,29.1,309.0,25.0,1
1732608423000,1,8,35.6,147.0,55.0,1
1732608423000,1,9,25.8,320.0,53.0,1
1732608423000,1,16,38.6,33.0,33.0,1
1732608423000,1,27,41.9,84.0,51.0,1
1732608423000,1,3,21.7,206.0,23.0,1
1732608423000,1,4,32.1,347.0,85.0,1
1732608423000,1,8,41.7,147.0,55.0,1
1732608423000,1,9,20.8,320.0,53.0,1
1732608423000,1,27,35.0,84.0,51.0,1
1732608424000,1,3,21.0,206.0,23.0,1
1732608424000,1,4,34.2,347.0,85.0,1
1732608424000,1,7,27.8,309.0,25.0,1
1732608424000,1,8,36.1,147.0,55.0,1
1732608424000,1,9,23.8,320.0,53.0,1
1732608424000,1,16,38.0,33.0,33.0,1
1732608424000,1,27,41.4,84.0,51.0,1
1732608424000,1,3,19.3,206.0,23.0,1
1732608424000,1,4,30.7,347.0,85.0,1
1732608424000,1,8,40.1,147.0,55.0,1
1732608424000,1,9,23.3,320.0,53.0,1
1732608424000,1,27,33.3,84.0,51.0,1
1732608425000,1,4,34.0,347.0,85.0,1
1732608425000,1,7,25.8,309.0,25.0,1
1732608425000,1,8,36.2,147.0,55.0,1
1732608425000,1,9,22.7,320.0,53.0,1
1732608425000,1,16,38.3,33.0,33.0,1
1732608425000,1,27,41.3,84.0,51.0,1
1732608425000,1,3,0.0,206.0,23.0,1
1732608425000,1,3,15.8,206.0,23.0,1
1732608425000,1,4,30.3,347.0,85.0,1
1732608425000,1,8,39.7,147.0,55.0,1
1732608425000,1,9,21.3,320.0,53.0,1
1732608425000,1,27,33.1,84.0,51.0,1
1732608426000,1,4,36.1,347.0,85.0,1
1732608426000,1,7,21.6,309.0,25.0,1
1732608426000,1,8,37.7,147.0,55.0,1
1732608426000,1,16,38.8,33.0,33.0,1
1732608426000,1,27,41.1,84.0,51.0,1
1732608426000,1,3,0.0,206.0,23.0,1
1732608426000,1,9,0.0,320.0,53.0,1
1732608426000,1,3,18.8,206.0,23.0,1
1732608426000,1,4,30.8,347.0,85.0,1
1732608426000,1,8,38.6,147.0,55.0,1
1732608426000,1,9,23.3,320.0,53.0,1
1732608426000,1,27,35.5,84.0,51.0,1
1732608427000,1,4,35.3,347.0,85.0,1
1732608427000,1,7,20.0,309.0,25.0,1
1732608427000,1,8,36.0,147.0,55.0,1
1732608427000,1,16,39.7,33.0,33.0,1
1732608427000,1,27,40.5,84.0,51.0,1
1732608427000,1,3,0.0,206.0,23.0,1
1732608427000,1,9,0.0,320.0,53.0,1
1732608427000,1,3,19.2,206.0,23.0,1
1732608427000,1,4,30.3,347.0,85.0,1
1732608427000,1,8,38.6,147.0,55.0,1
1732608427000,1,9,22.8,320.0,53.0,1
1732608427000,1,27,35.4,84.0,51.0,1
1732608428000,1,3,21.1,206.0,23.0,1
1732608428000,1,4,35.4,347.0,85.0,1
1732608428000,1,7,24.0,309.0,25.0,1
1732608428000,1,8,34.8,147.0,55.0,1
1732608428000,1,9,23.8,320.0,53.0,1
1732608428000,1,16,39.8,33.0,33.0,1
1732608428000,1,27,40.5,84.0,51.0,1
1732608428000,1,3,16.4,206.0,23.0,1
1732608428000,1,4,32.4,347.0,85.0,1
1732608428000,1,8,39.2,147.0,55.0,1
1732608428000,1,9,23.5,320.0,53.0,1
1732608428000,1,27,35.3,84.0,51.0,1
1732608429000,1,3,21.1,206.0,23.0,1
1732608429000,1,4,35.6,347.0,85.0,1
1732608429000,1,7,21.1,309.0,25.0,1
1732608429000,1,8,34.2,147.0,55.0,1
1732608429000,1,16,39.4,33.0,33.0,1
1732608429000,1,27,40.2,84.0,51.0,1
1732608429000,1,9,0.0,320.0,53.0,1
1732608429000,1,3,16.9,206.0,23.0,1
1732608429000,1,4,29.8,347.0,85.0,1
1732608429000,1,8,37.9,147.0,55.0,1
1732608429000,1,9,20.5,320.0,53.0,1
1732608429000,1,27,34.6,84.0,51.0,1
1732608430000,1,4,35.5,347.0,85.0,1
1732608430000,1,7,20.8,309.0,25.0,1
1732608430000,1,8,34.7,147.0,55.0,1
1732608430000,1,16,39.9,33.0,33.0,1
1732608430000,1,27,41.0,84.0,51.0,1
1732608430000,1,3,0.0,206.0,23.0,1
1732608430000,1,9,0.0,320.0,53.0,1
1732608430000,1,3,18.1,206.0,23.0,1
1732608430000,1,4,32.0,347.0,85.0,1
1732608430000,1,8,39.8,147.0,55.0,1
1732608430000,1,9,21.9,320.0,53.0,1
1732608430000,1,27,36.4,84.0,51.0,1
1732608431000,1,4,36.0,347.0,85.0,1
1732608431000,1,7,21.8,309.0,25.0,1
1732608431000,1,8,33.1,147.0,55.0,1
1732608431000,1,16,39.9,33.0,33.0,1
1732608431000,1,27,39.2,84.0,51.0,1
1732608431000,1,3,0.0,206.0,23.0,1
1732608431000,1,9,0.0,320.0,53.0,1
1732608431000,1,3,20.1,206.0,23.0,1
1732608431000,1,4,31.1,347.0,85.0,1
1732608431000,1,8,38.1,147.0,55.0,1
1732608431000,1,9,19.0,320.0,53.0,1
1732608431000,1,27,34.9,84.0,51.0,1
1732608432000,1,3,20.8,206.0,23.0,1
1732608432000,1,4,37.1,347.0,85.0,1
1732608432000,1,7,27.7,309.0,25.0,1
1732608432000,1,8,38.2,147.0,55.0,1
1732608432000,1,9,24.4,320.0,53.0,1
1732608432000,1,16,38.3,33.0,33.0,1
1732608432000,1,27,39.8,84.0,51.0,1
1732608432000,1,3,16.7,206.0,23.0,1
1732608432000,1,4,32.0,347.0,85.0,1
1732608432000,1,8,37.9,147.0,55.0,1
1732608432000,1,9,21.5,320.0,53.0,1
1732608432000,1,27,36.6,84.0,51.0,1
1732608433000,1,3,20.8,206.0,23.0,1
1732608433000,1,4,36.4,347.0,85.0,1
1732608433000,1,7,23.6,309.0,25.0,1
1732608433000,1,8,39.4,147.0,55.0,1
1732608433000,1,9,27.2,320.0,53.0,1
1732608433000,1,16,37.5,33.0,33.0,1
1732608433000,1,27,39.2,84.0,51.0,1
1732608433000,1,3,20.8,206.0,23.0,1
1732608433000,1,4,30.1,347.0,85.0,1
1732608433000,1,8,36.4,147.0,55.0,1
1732608433000,1,9,19.3,320.0,53.0,1
1732608433000,1,27,35.5,84.0,51.0,1
1732608434000,1,4,35.2,347.0,85.0,1
1732608434000,1,7,28.7,309.0,25.0,1
1732608434000,1,8,40.0,147.0,55.0,1
1732608434000,1,16,39.2,33.0,33.0,1
1732608434000,1,27,39.6,84.0,51.0,1
1732608434000,1,3,0.0,206.0,23.0,1
1732608434000,1,9,0.0,320.0,53.0,1
1732608434000,1,3,20.5,206.0,23.0,1
1732608434000,1,4,32.6,347.0,85.0,1
1732608434000,1,8,37.4,147.0,55.0,1
1732608434000,1,9,22.1,320.0,53.0,1
1732608434000,1,27,37.0,84.0,51.0,1
1732608435000,1,4,35.4,347.0,85.0,1
1732608435000,1,7,26.5,309.0,25.0,1
1732608435000,1,8,40.0,147.0,55.0,1
1732608435000,1,9,30.0,320.0,53.0,1
1732608435000,1,16,39.7,33.0,33.0,1
1732608435000,1,27,39.3,84.0,51.0,1
1732608435000,1,3,0.0,206.0,23.0,1
1732608435000,1,3,22.1,206.0,23.0,1
1732608435000,1,4,33.2,347.0,85.0,1
1732608435000,1,8,38.2,147.0,55.0,1
1732608435000,1,9,25.8,320.0,53.0,1
1732608435000,1,27,37.6,84.0,51.0,1
1732608436000,1,4,34.7,347.0,85.0,1
1732608436000,1,7,27.7,309.0,25.0,1
1732608436000,1,8,38.7,147.0,55.0,1
1732608436000,1,9,29.3,320.0,53.0,1
