Anchor_1,Anchor_2,Anchor_3,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50
"(97, 62)","(54, 71)","(93, 78)","(79, 86)","(83, 42)","(90, 23)","(11, 69)","(1, 92)","(62, 17)","(89, 6)","(39, 26)","(31, 85)","(18, 91)","(82, 94)","(60, 67)","(99, 60)","(57, 50)","(9, 63)","(61, 18)","(81, 62)","(0, 10)","(35, 75)","(92, 35)","(68, 79)","(57, 17)","(39, 10)","(7, 16)","(19, 80)","(88, 52)","(9, 48)","(56, 82)","(81, 41)","(16, 36)","(80, 86)","(51, 77)","(14, 62)","(1, 75)","(80, 47)","(59, 100)","(83, 40)","(58, 54)","(20, 14)","(86, 73)","(66, 99)","(39, 25)","(88, 88)","(91, 75)","(88, 54)","(19, 91)","(33, 90)","(10, 77)","(5, 70)","(36, 50)"
"(58, 7)","(63, 17)","(48, 90)","(11, 62)","(48, 46)","(17, 64)","(29, 52)","(9, 43)","(13, 77)","(23, 38)","(33, 83)","(30, 83)","(74, 3)","(23, 24)","(10, 82)","(3, 39)","(6, 62)","(25, 16)","(33, 80)","(63, 42)","(0, 82)","(67, 11)","(14, 84)","(27, 60)","(0, 36)","(31, 45)","(32, 50)","(22, 79)","(30, 16)","(40, 65)","(30, 0)","(67, 68)","(63, 23)","(66, 7)","(12, 15)","(4, 91)","(42, 92)","(35, 45)","(33, 7)","(27, 62)","(70, 75)","(12, 89)","(44, 78)","(66, 6)","(45, 10)","(21, 36)","(27, 93)","(15, 6)","(6, 57)","(9, 19)","(24, 64)","(75, 34)","(4, 47)"
"(91, 51)","(47, 97)","(23, 12)","(38, 73)","(69, 56)","(69, 65)","(37, 64)","(71, 96)","(70, 8)","(32, 49)","(48, 36)","(22, 77)","(97, 55)","(73, 38)","(77, 0)","(71, 3)","(28, 88)","(56, 43)","(77, 53)","(1, 21)","(97, 94)","(1, 20)","(64, 65)","(85, 71)","(69, 31)","(97, 7)","(45, 67)","(61, 57)","(88, 82)","(45, 17)","(94, 96)","(33, 82)","(0, 53)","(98, 31)","(59, 89)","(1, 5)","(35, 6)","(100, 77)","(14, 97)","(17, 100)","(11, 54)","(62, 2)","(61, 53)","(95, 27)","(10, 46)","(8, 61)","(6, 92)","(78, 100)","(38, 57)","(49, 10)","(39, 0)","(21, 54)","(46, 79)"
"(74, 97)","(60, 96)","(62, 80)","(36, 9)","(88, 45)","(57, 42)","(82, 5)","(100, 0)","(14, 9)","(67, 50)","(67, 76)","(22, 22)","(44, 89)","(59, 18)","(91, 28)","(16, 10)","(57, 78)","(71, 18)","(36, 57)","(4, 65)","(28, 63)","(85, 56)","(47, 11)","(81, 39)","(61, 32)","(81, 9)","(25, 68)","(86, 58)","(93, 33)","(62, 43)","(92, 1)","(38, 24)","(76, 40)","(28, 79)","(17, 3)","(12, 97)","(73, 89)","(63, 28)","(19, 94)","(80, 17)","(65, 58)","(90, 51)","(19, 16)","(60, 17)","(87, 43)","(66, 66)","(3, 34)","(68, 70)","(11, 69)","(45, 93)","(5, 97)","(92, 63)","(85, 51)"
"(23, 97)","(19, 27)","(52, 5)","(82, 84)","(40, 76)","(87, 74)","(2, 65)","(4, 15)","(42, 86)","(5, 36)","(72, 50)","(18, 18)","(65, 38)","(50, 56)","(57, 52)","(36, 91)","(45, 9)","(27, 55)","(13, 9)","(94, 11)","(18, 83)","(50, 40)","(83, 72)","(74, 34)","(36, 24)","(80, 65)","(11, 36)","(71, 84)","(72, 61)","(25, 70)","(29, 58)","(36, 91)","(59, 45)","(49, 74)","(11, 60)","(1, 31)","(73, 22)","(3, 56)","(24, 31)","(7, 53)","(4, 66)","(0, 55)","(55, 29)","(49, 43)","(14, 49)","(90, 32)","(4, 14)","(97, 68)","(89, 61)","(57, 29)","(66, 34)","(94, 84)","(47, 67)"
"(61, 85)","(29, 71)","(48, 39)","(35, 56)","(38, 19)","(46, 32)","(45, 65)","(96, 2)","(97, 26)","(1, 54)","(11, 22)","(95, 38)","(100, 33)","(45, 30)","(34, 63)","(44, 69)","(43, 67)","(20, 49)","(35, 11)","(27, 85)","(63, 55)","(11, 46)","(60, 36)","(54, 61)","(27, 42)","(73, 72)","(29, 9)","(56, 59)","(65, 80)","(7, 37)","(73, 98)","(55, 93)","(41, 13)","(83, 52)","(90, 97)","(12, 65)","(13, 86)","(41, 40)","(31, 17)","(77, 44)","(92, 3)","(60, 7)","(43, 53)","(36, 10)","(49, 98)","(93, 5)","(86, 62)","(33, 8)","(40, 51)","(67, 41)","(0, 80)","(11, 88)","(99, 30)"
"(58, 16)","(71, 98)","(20, 31)","(95, 49)","(99, 98)","(63, 12)","(83, 22)","(55, 66)","(78, 66)","(100, 45)","(40, 55)","(30, 5)","(4, 65)","(42, 58)","(91, 60)","(19, 38)","(9, 12)","(100, 75)","(28, 33)","(95, 94)","(20, 55)","(36, 49)","(44, 97)","(6, 8)","(1, 88)","(18, 45)","(24, 40)","(93, 60)","(41, 56)","(88, 79)","(61, 66)","(87, 83)","(60, 23)","(45, 27)","(91, 59)","(84, 23)","(28, 90)","(43, 78)","(14, 74)","(100, 1)","(30, 73)","(45, 50)","(12, 95)","(61, 59)","(46, 73)","(68, 23)","(74, 97)","(40, 100)","(13, 29)","(13, 12)","(15, 69)","(22, 50)","(95, 95)"
"(29, 39)","(96, 13)","(94, 31)","(73, 13)","(3, 61)","(0, 0)","(51, 54)","(93, 16)","(12, 22)","(46, 27)","(78, 38)","(60, 81)","(57, 1)","(26, 31)","(77, 100)","(65, 74)","(35, 73)","(4, 48)","(96, 39)","(31, 1)","(30, 51)","(73, 24)","(9, 50)","(81, 33)","(92, 5)","(100, 80)","(100, 18)","(69, 14)","(77, 15)","(0, 3)","(27, 73)","(72, 100)","(77, 90)","(98, 64)","(43, 73)","(51, 80)","(41, 78)","(25, 7)","(65, 16)","(98, 58)","(59, 48)","(77, 2)","(26, 25)","(15, 24)","(80, 13)","(0, 4)","(53, 94)","(27, 17)","(7, 16)","(90, 0)","(0, 0)","(27, 37)","(3, 7)"
"(33, 80)","(47, 58)","(54, 23)","(24, 29)","(0, 71)","(21, 66)","(3, 30)","(0, 54)","(23, 35)","(53, 51)","(34, 70)","(16, 67)","(10, 55)","(38, 36)","(30, 12)","(44, 10)","(0, 45)","(17, 56)","(0, 26)","(15, 5)","(10, 79)","(36, 1)","(6, 36)","(34, 3)","(0, 51)","(26, 0)","(2, 28)","(4, 77)","(16, 89)","(35, 67)","(2, 74)","(34, 39)","(0, 81)","(5, 74)","(24, 74)","(41, 85)","(20, 62)","(11, 17)","(0, 27)","(47, 67)","(48, 23)","(31, 12)","(0, 31)","(6, 94)","(38, 37)","(52, 16)","(41, 1)","(13, 20)","(48, 18)","(8, 25)","(10, 89)","(30, 95)","(54, 42)"
"(37, 93)","(40, 54)","(39, 28)","(87, 13)","(6, 78)","(58, 16)","(69, 4)","(91, 36)","(43, 6)","(12, 47)","(86, 67)","(71, 76)","(27, 9)","(56, 34)","(27, 15)","(96, 50)","(24, 93)","(63, 11)","(94, 95)","(79, 31)","(8, 52)","(14, 69)","(32, 76)","(97, 63)","(2, 76)","(27, 81)","(13, 55)","(91, 56)","(7, 88)","(25, 37)","(15, 41)","(12, 50)","(0, 97)","(7, 69)","(35, 9)","(35, 12)","(31, 87)","(53, 5)","(54, 36)","(86, 18)","(26, 55)","(0, 100)","(2, 48)","(31, 49)","(6, 98)","(86, 33)","(99, 59)","(56, 32)","(31, 55)","(48, 35)","(15, 57)","(18, 89)","(44, 34)"
