Anchor_1,Anchor_2,Anchor_3,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50
"(77, 0)","(47, 69)","(56, 44)","(92.99, 49.24, 58.99)","(68.02, 20.30, 22.94)","(20.39, 67.04, 40.88)","(53.29, 36.12, 21.03)","(88.42, 17.29, 41.15)","(16.31, 80.87, 55.55)","(75.65, 42.98, 42.03)","(30.07, 51.12, 26.84)","(98.09, 38.45, 56.49)","(63.20, 45.95, 36.55)","(31.88, 50.13, 26.69)","(39.49, 66.05, 46.82)","(108.93, 35.78, 60.57)","(68.30, 66.70, 54.90)","(75.69, 11.56, 28.99)","(6.37, 72.61, 46.17)","(16.05, 70.60, 44.43)","(82.39, 41.33, 45.21)","(87.82, 55.04, 59.76)","(82.11, 10.27, 33.38)","(62.90, 41.86, 36.34)","(99.81, 41.97, 59.24)","(46.87, 38.04, 17.86)","(35.99, 47.74, 25.75)","(73.03, 76.73, 64.59)","(101.62, 31.23, 54.13)","(79.61, 18.93, 33.16)","(89.36, 51.02, 55.08)","(96.66, 27.03, 49.07)","(49.33, 39.74, 21.68)","(61.42, 68.95, 54.07)","(66.98, 28.04, 29.58)","(77.20, 6.90, 29.29)","(10.27, 75.58, 49.77)","(115.93, 48.88, 69.93)","(105.05, 30.75, 56.40)","(53.73, 54.75, 42.34)","(65.74, 40.31, 37.05)","(95.15, 26.04, 48.99)","(86.25, 39.49, 49.53)","(95.86, 36.07, 51.59)","(26.63, 79.62, 56.09)","(33.02, 58.79, 35.22)","(85.09, 55.52, 58.60)","(47.17, 34.85, 17.17)","(76.53, 63.42, 56.05)","(96.10, 24.35, 48.03)","(51.20, 26.37, 2.34)","(115.87, 44.87, 68.33)","(82.30, 15.17, 36.26)"
"(65, 86)","(80, 51)","(87, 22)","(56.10, 83.66, 107.74)","(61.61, 67.20, 80.27)","(70.94, 76.11, 87.67)","(58.61, 24.11, 16.57)","(91.10, 70.22, 61.04)","(34.37, 39.26, 59.86)","(52.60, 42.08, 51.77)","(40.72, 58.95, 80.53)","(48.35, 29.25, 38.87)","(61.18, 25.44, 21.06)","(14.78, 34.25, 61.99)","(41.56, 6.08, 27.88)","(78.51, 74.41, 79.53)","(76.61, 39.39, 10.46)","(66.12, 43.46, 40.11)","(56.96, 20.07, 13.84)","(60.52, 22.38, 11.36)","(8.30, 34.80, 64.79)","(87.48, 79.59, 81.14)","(69.25, 70.35, 80.14)","(64.62, 72.05, 86.14)","(78.84, 75.99, 81.94)","(21.03, 51.99, 79.24)","(10.17, 47.86, 77.57)","(69.86, 63.40, 68.91)","(61.72, 38.66, 37.35)","(23.85, 45.45, 70.86)","(21.44, 49.93, 79.39)","(40.34, 22.29, 38.41)","(26.96, 60.47, 87.98)","(69.38, 34.83, 15.59)","(80.08, 70.57, 72.17)","(41.89, 45.48, 62.90)","(37.96, 46.68, 66.49)","(58.62, 20.68, 13.44)","(43.00, 72.18, 97.47)","(69.45, 78.17, 92.09)","(55.71, 21.67, 25.19)","(74.25, 58.45, 57.18)","(59.89, 29.83, 24.41)","(27.76, 12.12, 41.68)","(57.91, 52.88, 62.41)","(60.94, 29.06, 21.39)","(44.93, 75.52, 101.14)","(40.58, 43.39, 61.25)","(62.68, 59.74, 69.06)","(71.35, 45.79, 37.28)","(72.42, 59.07, 59.96)","(53.28, 64.14, 81.26)","(66.50, 38.80, 31.09)"
"(89, 70)","(74, 29)","(95, 92)","(37.95, 27.49, 56.86)","(76.52, 82.31, 81.51)","(14.53, 34.32, 35.43)","(21.73, 54.10, 26.10)","(52.91, 68.24, 55.96)","(78.08, 43.12, 98.50)","(47.52, 13.37, 69.53)","(80.80, 71.34, 92.64)","(91.87, 78.21, 104.26)","(81.54, 56.97, 98.61)","(29.25, 28.50, 48.89)","(65.23, 49.67, 80.89)","(40.69, 11.57, 62.79)","(60.44, 18.04, 83.11)","(80.57, 41.71, 101.75)","(60.10, 71.03, 64.45)","(57.48, 42.60, 73.80)","(86.81, 68.32, 101.16)","(57.26, 14.08, 80.12)","(65.31, 83.37, 64.45)","(53.79, 39.02, 70.56)","(53.69, 68.77, 57.27)","(76.41, 84.56, 80.06)","(60.11, 26.47, 82.04)","(41.70, 64.36, 43.24)","(72.08, 82.48, 75.09)","(57.05, 19.62, 79.43)","(94.61, 72.25, 110.23)","(108.81, 73.97, 128.03)","(22.98, 24.24, 45.78)","(69.15, 32.74, 90.03)","(24.62, 68.27, 2.42)","(71.53, 60.94, 84.89)","(88.57, 71.71, 102.39)","(27.74, 27.54, 48.94)","(49.45, 69.81, 50.01)","(95.87, 74.21, 110.99)","(77.99, 88.08, 79.96)","(54.58, 70.23, 57.21)","(81.02, 68.00, 93.93)","(40.83, 41.89, 55.02)","(107.31, 72.10, 126.89)","(73.61, 49.19, 91.17)","(71.10, 68.48, 80.63)","(60.16, 63.95, 68.43)","(65.99, 38.06, 85.15)","(84.57, 58.05, 101.87)","(96.46, 66.79, 114.52)","(64.73, 33.01, 84.93)","(87.99, 66.44, 103.63)"
"(78, 22)","(48, 51)","(72, 98)","(55.13, 42.34, 24.91)","(82.15, 45.17, 81.41)","(49.22, 7.75, 54.38)","(100.73, 58.97, 67.30)","(66.59, 25.49, 44.11)","(36.17, 28.55, 42.12)","(24.31, 66.15, 97.39)","(61.84, 20.23, 53.24)","(55.67, 20.29, 35.47)","(52.14, 50.09, 35.30)","(57.23, 31.14, 81.61)","(13.91, 51.55, 90.01)","(80.10, 48.80, 17.07)","(62.94, 36.89, 86.15)","(77.86, 40.56, 31.91)","(57.04, 42.20, 22.19)","(63.67, 50.56, 102.80)","(34.11, 33.29, 44.82)","(43.47, 15.33, 41.19)","(60.93, 40.72, 91.69)","(56.59, 44.88, 97.31)","(22.92, 64.75, 95.40)","(51.53, 31.42, 27.02)","(66.17, 24.73, 46.97)","(74.12, 50.26, 98.70)","(81.88, 43.85, 77.74)","(55.93, 41.41, 23.20)","(67.99, 47.98, 98.43)","(47.00, 5.25, 52.60)","(79.36, 38.10, 63.72)","(71.39, 62.82, 26.19)","(49.99, 14.96, 39.75)","(32.46, 49.22, 97.90)","(39.14, 34.94, 87.05)","(20.07, 30.72, 58.06)","(50.93, 37.59, 27.72)","(88.09, 46.43, 56.43)","(23.47, 55.58, 98.01)","(66.04, 28.13, 34.59)","(56.03, 38.67, 90.64)","(17.69, 28.71, 72.74)","(85.48, 49.29, 84.80)","(38.38, 46.21, 97.32)","(52.14, 38.53, 90.87)","(38.57, 36.76, 88.54)","(36.97, 31.76, 83.70)","(44.84, 20.83, 73.59)","(84.89, 46.40, 36.03)","(83.68, 42.17, 65.25)","(73.93, 36.39, 32.21)"
"(78, 70)","(38, 76)","(60, 82)","(67.08, 27.98, 50.81)","(79.44, 63.41, 77.68)","(57.33, 60.32, 64.30)","(20.24, 53.73, 40.11)","(77.72, 59.76, 74.76)","(60.68, 20.79, 41.24)","(33.30, 13.90, 22.26)","(37.02, 42.18, 43.18)","(45.91, 45.02, 49.80)","(75.81, 37.85, 54.65)","(28.78, 52.61, 30.05)","(78.29, 52.34, 70.94)","(68.72, 73.17, 77.20)","(62.87, 73.90, 74.40)","(73.35, 46.50, 65.35)","(98.50, 81.32, 96.72)","(79.61, 43.91, 66.28)","(43.34, 6.09, 24.02)","(30.21, 40.64, 38.35)","(56.15, 23.02, 43.95)","(69.50, 66.30, 74.04)","(30.92, 27.98, 12.34)","(13.96, 48.43, 26.07)","(31.04, 13.84, 19.52)","(46.70, 45.79, 50.83)","(71.03, 54.86, 68.65)","(24.92, 42.88, 36.26)","(45.26, 76.89, 65.31)","(18.88, 51.55, 38.20)","(10.16, 50.56, 31.10)","(18.05, 36.65, 13.70)","(17.50, 57.63, 39.19)","(40.01, 22.41, 18.73)","(88.79, 73.09, 87.44)","(11.42, 32.02, 12.30)","(64.97, 25.35, 47.87)","(63.85, 26.36, 42.86)","(30.05, 13.14, 12.13)","(78.21, 39.82, 57.45)","(32.00, 54.72, 47.22)","(28.84, 15.45, 9.24)","(83.67, 55.01, 75.02)","(72.25, 31.99, 52.82)","(53.70, 36.48, 49.51)","(47.00, 7.21, 30.04)","(44.07, 5.24, 27.73)","(40.96, 20.11, 32.99)","(35.14, 22.12, 13.88)","(51.19, 43.41, 52.03)","(55.72, 50.33, 58.23)"
"(85, 63)","(81, 29)","(73, 24)","(30.26, 56.32, 59.03)","(83.03, 94.75, 91.54)","(73.09, 43.37, 34.32)","(80.68, 61.91, 52.94)","(89.66, 70.68, 61.64)","(73.09, 47.33, 37.74)","(12.63, 41.86, 49.69)","(96.95, 76.17, 66.79)","(29.09, 61.93, 67.08)","(54.38, 64.92, 62.61)","(87.88, 101.26, 98.67)","(85.15, 88.27, 83.45)","(76.61, 68.42, 61.32)","(21.96, 44.99, 47.68)","(71.12, 73.80, 69.21)","(88.16, 70.53, 62.01)","(79.12, 91.45, 88.89)","(13.63, 34.98, 43.44)","(89.39, 65.83, 56.61)","(33.10, 26.35, 23.98)","(63.12, 65.88, 61.40)","(26.38, 51.98, 54.75)","(17.15, 24.19, 28.09)","(39.03, 49.81, 48.73)","(63.41, 72.14, 68.97)","(39.26, 7.48, 14.05)","(74.08, 47.18, 37.81)","(67.27, 80.96, 79.06)","(25.20, 13.78, 22.91)","(59.58, 25.57, 20.19)","(21.16, 54.65, 61.98)","(84.25, 79.41, 72.67)","(69.68, 90.15, 89.93)","(33.75, 67.25, 74.40)","(56.23, 80.12, 81.06)","(88.87, 101.88, 99.28)","(49.94, 32.99, 25.82)","(86.70, 85.22, 79.16)","(35.02, 63.13, 65.93)","(77.12, 64.09, 56.18)","(37.73, 69.80, 74.16)","(83.69, 93.32, 89.75)","(15.72, 22.83, 31.41)","(68.29, 39.46, 30.17)","(44.51, 74.54, 77.90)","(41.42, 12.64, 19.06)","(23.95, 48.83, 51.61)","(37.79, 8.07, 5.07)","(78.45, 59.77, 50.82)","(73.16, 71.31, 65.43)"
"(42, 22)","(76, 54)","(64, 13)","(23.42, 67.42, 30.70)","(42.97, 6.43, 38.37)","(7.01, 46.65, 29.71)","(17.54, 46.58, 8.86)","(74.38, 29.16, 71.71)","(53.88, 37.37, 33.67)","(32.93, 78.80, 51.38)","(19.33, 51.67, 42.30)","(79.25, 41.19, 82.35)","(87.21, 41.67, 83.86)","(75.36, 41.79, 80.89)","(53.16, 31.51, 62.04)","(91.97, 45.72, 87.81)","(39.20, 51.99, 58.99)","(64.51, 41.62, 74.29)","(26.63, 57.31, 50.00)","(22.87, 47.72, 44.25)","(24.32, 38.64, 6.13)","(67.48, 43.78, 77.14)","(64.09, 21.95, 52.81)","(38.74, 41.16, 16.08)","(58.62, 57.04, 75.77)","(18.01, 39.09, 35.73)","(41.98, 63.08, 64.52)","(51.21, 49.13, 67.73)","(83.41, 78.53, 100.99)","(16.91, 53.36, 40.36)","(23.15, 69.19, 34.93)","(17.08, 38.75, 11.09)","(73.81, 67.01, 90.29)","(52.88, 7.05, 46.87)","(65.04, 20.25, 55.77)","(43.27, 40.28, 58.48)","(53.19, 36.98, 64.65)","(89.01, 42.87, 84.66)","(49.73, 57.45, 69.22)","(76.91, 37.10, 78.94)","(72.82, 38.82, 77.99)","(82.45, 43.06, 84.88)","(15.96, 48.42, 38.45)","(19.91, 29.82, 28.80)","(41.83, 8.19, 36.49)","(59.45, 54.14, 75.75)","(68.34, 59.16, 83.91)","(93.09, 47.90, 90.45)","(7.00, 51.66, 30.64)","(37.16, 62.66, 60.15)","(39.83, 13.03, 41.99)","(38.64, 63.42, 61.51)","(56.88, 56.11, 74.27)"
"(93, 62)","(13, 48)","(56, 40)","(8.69, 89.65, 51.66)","(67.15, 52.12, 59.01)","(52.46, 82.82, 42.57)","(39.73, 48.00, 29.94)","(70.07, 13.24, 33.57)","(21.01, 72.04, 29.24)","(48.88, 44.30, 7.35)","(64.15, 48.10, 53.75)","(13.09, 69.99, 33.11)","(25.97, 79.79, 36.17)","(96.33, 34.09, 53.31)","(69.72, 45.51, 29.22)","(82.18, 44.09, 65.29)","(71.09, 20.23, 29.29)","(19.50, 67.73, 26.53)","(53.00, 93.35, 51.93)","(110.29, 50.13, 67.47)","(33.69, 53.23, 11.34)","(82.29, 26.30, 39.37)","(103.58, 39.19, 60.55)","(80.75, 26.94, 37.68)","(51.17, 32.55, 22.55)","(17.38, 76.05, 45.02)","(13.44, 77.89, 36.37)","(50.51, 50.58, 14.12)","(40.37, 82.21, 62.84)","(85.66, 37.68, 43.02)","(64.93, 23.83, 37.07)","(68.21, 46.97, 56.40)","(47.42, 65.12, 25.26)","(54.12, 93.50, 52.39)","(49.01, 35.19, 23.87)","(57.50, 41.22, 15.37)","(50.60, 43.02, 37.61)","(104.38, 41.71, 61.17)","(87.23, 53.13, 47.12)","(52.77, 64.07, 57.13)","(90.12, 52.12, 74.64)","(93.79, 38.48, 69.97)","(45.06, 40.13, 25.16)","(96.89, 22.38, 54.98)","(26.34, 82.48, 55.38)","(14.00, 74.06, 33.04)","(58.27, 46.52, 18.71)","(56.31, 46.40, 16.59)","(62.92, 40.26, 20.90)","(86.70, 46.82, 45.04)","(56.48, 51.83, 50.48)","(70.51, 29.86, 27.29)","(73.31, 63.43, 40.06)"
"(95, 37)","(27, 57)","(22, 39)","(61.97, 82.96, 97.31)","(27.48, 54.82, 51.74)","(58.55, 31.11, 20.00)","(45.98, 33.81, 45.62)","(80.40, 28.25, 47.08)","(99.44, 41.62, 58.24)","(91.61, 43.01, 61.43)","(50.50, 38.53, 52.62)","(67.14, 20.12, 8.10)","(92.80, 22.61, 33.89)","(54.17, 56.32, 44.36)","(86.16, 25.42, 42.83)","(59.77, 18.33, 33.75)","(47.34, 62.47, 75.58)","(58.40, 42.47, 29.44)","(73.12, 32.33, 50.49)","(68.79, 61.82, 78.48)","(53.59, 46.74, 61.70)","(37.10, 90.58, 85.19)","(109.79, 43.61, 56.56)","(46.96, 39.22, 52.46)","(93.29, 40.04, 57.86)","(51.33, 64.60, 53.22)","(50.00, 30.28, 25.37)","(78.13, 21.14, 39.63)","(81.35, 31.51, 13.29)","(75.02, 44.74, 63.15)","(33.02, 85.84, 80.56)","(61.97, 39.21, 55.95)","(43.50, 37.84, 32.87)","(23.32, 72.92, 80.64)","(63.73, 19.43, 36.53)","(74.60, 13.17, 7.88)","(35.86, 37.40, 43.72)","(72.58, 53.81, 71.41)","(66.74, 40.03, 57.38)","(36.54, 57.60, 68.55)","(68.14, 37.97, 21.76)","(57.50, 48.18, 35.03)","(91.77, 26.76, 42.54)","(46.12, 40.29, 53.20)","(8.09, 65.24, 67.05)","(82.98, 17.14, 33.85)","(96.45, 30.03, 24.08)","(60.98, 37.17, 53.61)","(74.40, 50.94, 33.63)","(34.66, 50.51, 45.50)","(72.58, 39.58, 57.62)","(62.73, 56.39, 72.67)","(41.94, 30.72, 36.79)"
"(14, 42)","(83, 11)","(21, 46)","(65.70, 47.42, 57.95)","(33.75, 76.08, 26.66)","(100.40, 86.38, 92.20)","(9.15, 83.19, 12.48)","(89.84, 90.09, 81.83)","(58.18, 111.85, 54.20)","(85.04, 23.62, 79.04)","(23.87, 63.65, 15.77)","(32.70, 60.40, 24.71)","(12.28, 74.79, 18.55)","(48.53, 40.55, 48.04)","(13.02, 81.50, 11.16)","(57.90, 95.88, 51.78)","(43.98, 36.55, 37.97)","(50.01, 27.91, 45.45)","(90.58, 64.61, 82.63)","(41.01, 37.35, 35.98)","(16.52, 87.45, 24.61)","(15.25, 65.59, 8.11)","(84.49, 90.33, 76.77)","(58.64, 67.38, 50.68)","(56.21, 103.45, 51.21)","(79.40, 90.30, 71.84)","(47.66, 37.19, 46.20)","(74.18, 55.88, 66.11)","(87.00, 78.92, 78.72)","(36.75, 55.54, 28.87)","(47.28, 105.79, 43.82)","(79.74, 11.11, 75.96)","(68.70, 59.40, 60.60)","(65.40, 26.40, 58.83)","(48.28, 76.61, 40.72)","(35.55, 42.84, 32.84)","(91.46, 15.87, 86.89)","(80.12, 71.94, 71.92)","(85.93, 11.66, 81.98)","(38.45, 49.79, 31.14)","(15.36, 68.04, 7.46)","(40.97, 98.64, 37.56)","(74.16, 78.91, 66.26)","(74.04, 75.77, 66.11)","(22.57, 78.83, 29.14)","(22.05, 57.12, 16.14)","(40.44, 46.93, 40.48)","(45.88, 31.79, 41.36)","(84.34, 27.05, 78.23)","(60.00, 75.40, 51.95)","(83.23, 63.29, 74.98)","(15.53, 75.69, 9.11)","(86.75, 25.99, 80.67)"
