Anchor_1,Anchor_2,Anchor_3,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50
"(97, 62)","(54, 71)","(93, 78)","(79, 87)","(83, 42)","(90, 23)","(11, 68)","(0, 92)","(62, 16)","(89, 6)","(38, 26)","(30, 84)","(17, 91)","(82, 94)","(59, 66)","(100, 59)","(56, 50)","(8, 62)","(61, 17)","(81, 61)","(0, 9)","(34, 76)","(92, 35)","(68, 80)","(56, 16)","(38, 10)","(6, 16)","(19, 80)","(88, 52)","(9, 48)","(55, 83)","(81, 40)","(15, 36)","(80, 87)","(50, 77)","(14, 62)","(0, 75)","(80, 47)","(59, 100)","(83, 40)","(57, 53)","(21, 13)","(86, 73)","(66, 99)","(38, 24)","(89, 89)","(91, 75)","(88, 54)","(19, 91)","(33, 90)","(9, 77)","(5, 70)","(35, 49)"
"(58, 7)","(63, 17)","(48, 90)","(11, 62)","(46, 45)","(16, 64)","(28, 52)","(9, 43)","(13, 77)","(23, 38)","(33, 84)","(29, 84)","(75, 2)","(22, 24)","(9, 82)","(3, 39)","(6, 62)","(24, 15)","(32, 80)","(66, 43)","(0, 83)","(68, 11)","(14, 84)","(26, 60)","(0, 36)","(30, 45)","(31, 50)","(22, 79)","(29, 16)","(39, 65)","(29, 0)","(68, 69)","(66, 23)","(67, 6)","(12, 15)","(4, 92)","(41, 93)","(34, 45)","(33, 7)","(26, 62)","(31, 69)","(12, 90)","(43, 78)","(66, 5)","(45, 10)","(21, 36)","(26, 93)","(14, 5)","(6, 57)","(9, 19)","(23, 64)","(76, 34)","(4, 47)"
"(91, 51)","(47, 97)","(23, 12)","(38, 73)","(69, 56)","(70, 66)","(36, 64)","(72, 97)","(71, 8)","(31, 49)","(48, 36)","(22, 78)","(97, 55)","(74, 37)","(77, 0)","(72, 3)","(27, 89)","(56, 43)","(77, 53)","(0, 21)","(97, 95)","(1, 19)","(64, 65)","(85, 72)","(69, 31)","(98, 6)","(44, 67)","(61, 57)","(88, 83)","(46, 17)","(94, 97)","(33, 83)","(0, 53)","(98, 30)","(59, 89)","(0, 4)","(35, 6)","(100, 77)","(13, 98)","(16, 100)","(11, 54)","(63, 2)","(61, 53)","(96, 26)","(10, 46)","(8, 61)","(5, 93)","(78, 100)","(37, 57)","(50, 10)","(39, 0)","(21, 54)","(45, 79)"
"(74, 97)","(60, 96)","(62, 80)","(36, 8)","(89, 44)","(57, 41)","(84, 5)","(100, 0)","(12, 10)","(68, 50)","(67, 76)","(24, 20)","(44, 89)","(60, 17)","(92, 27)","(16, 9)","(56, 77)","(70, 18)","(35, 57)","(3, 65)","(27, 62)","(85, 56)","(48, 11)","(82, 39)","(60, 31)","(81, 9)","(25, 67)","(87, 57)","(93, 32)","(61, 43)","(93, 0)","(39, 23)","(76, 40)","(28, 79)","(16, 4)","(12, 98)","(73, 88)","(63, 28)","(19, 94)","(79, 16)","(65, 58)","(91, 51)","(17, 16)","(59, 16)","(87, 43)","(66, 66)","(2, 34)","(68, 69)","(10, 69)","(44, 93)","(4, 96)","(93, 63)","(86, 51)"
"(23, 97)","(19, 27)","(52, 5)","(83, 84)","(41, 77)","(88, 75)","(1, 65)","(3, 14)","(43, 86)","(4, 35)","(72, 50)","(18, 17)","(65, 38)","(50, 56)","(58, 52)","(36, 91)","(44, 7)","(27, 55)","(13, 8)","(94, 10)","(17, 83)","(50, 40)","(84, 73)","(74, 34)","(36, 24)","(80, 65)","(10, 36)","(71, 85)","(72, 61)","(24, 70)","(30, 58)","(37, 91)","(60, 45)","(50, 75)","(10, 60)","(1, 30)","(73, 22)","(2, 56)","(24, 31)","(6, 53)","(3, 66)","(0, 55)","(55, 29)","(49, 43)","(13, 49)","(90, 32)","(4, 13)","(97, 68)","(89, 61)","(57, 29)","(68, 34)","(94, 85)","(48, 68)"
"(61, 85)","(29, 71)","(48, 39)","(35, 55)","(38, 19)","(46, 32)","(45, 65)","(97, 2)","(98, 25)","(1, 54)","(11, 21)","(96, 37)","(100, 33)","(45, 30)","(34, 62)","(44, 69)","(43, 67)","(20, 48)","(35, 10)","(27, 86)","(64, 55)","(11, 46)","(61, 36)","(55, 61)","(27, 41)","(73, 72)","(29, 9)","(56, 59)","(65, 80)","(6, 37)","(74, 99)","(55, 93)","(42, 13)","(83, 52)","(90, 98)","(12, 65)","(12, 86)","(40, 40)","(31, 17)","(77, 43)","(93, 3)","(59, 6)","(42, 52)","(36, 10)","(49, 98)","(93, 4)","(86, 62)","(33, 8)","(39, 50)","(68, 40)","(0, 80)","(10, 88)","(100, 30)"
"(58, 16)","(71, 98)","(20, 31)","(95, 49)","(99, 99)","(64, 12)","(83, 22)","(55, 66)","(79, 66)","(100, 44)","(40, 56)","(29, 5)","(4, 65)","(42, 59)","(91, 60)","(19, 38)","(9, 12)","(100, 75)","(28, 33)","(95, 94)","(20, 55)","(35, 50)","(43, 97)","(5, 8)","(0, 89)","(18, 46)","(24, 41)","(94, 60)","(41, 57)","(88, 79)","(62, 66)","(87, 83)","(60, 23)","(45, 27)","(91, 59)","(84, 22)","(27, 91)","(42, 79)","(14, 75)","(100, 1)","(30, 74)","(45, 50)","(12, 96)","(62, 59)","(46, 73)","(68, 22)","(74, 98)","(39, 100)","(13, 29)","(12, 11)","(15, 70)","(22, 50)","(95, 96)"
"(29, 39)","(96, 13)","(94, 31)","(73, 12)","(3, 61)","(0, 0)","(51, 55)","(93, 15)","(12, 22)","(46, 25)","(79, 39)","(60, 81)","(57, 0)","(26, 31)","(77, 100)","(65, 74)","(35, 73)","(3, 48)","(97, 40)","(30, 0)","(23, 28)","(73, 24)","(8, 50)","(81, 34)","(92, 4)","(100, 80)","(100, 18)","(69, 13)","(77, 14)","(0, 2)","(26, 74)","(72, 100)","(77, 90)","(99, 64)","(43, 73)","(51, 80)","(41, 79)","(25, 6)","(65, 15)","(98, 59)","(59, 49)","(77, 2)","(25, 24)","(15, 24)","(80, 12)","(0, 3)","(53, 95)","(26, 16)","(7, 16)","(90, 0)","(0, 0)","(27, 36)","(3, 7)"
"(33, 80)","(47, 58)","(54, 23)","(24, 28)","(0, 71)","(21, 66)","(3, 30)","(0, 53)","(23, 35)","(54, 51)","(33, 70)","(16, 67)","(9, 55)","(37, 35)","(30, 11)","(44, 10)","(0, 45)","(17, 56)","(0, 25)","(14, 4)","(9, 79)","(36, 1)","(5, 36)","(34, 3)","(0, 50)","(25, 0)","(2, 28)","(4, 78)","(15, 90)","(33, 66)","(1, 74)","(33, 39)","(0, 83)","(5, 74)","(23, 74)","(42, 85)","(20, 62)","(11, 16)","(0, 26)","(48, 67)","(48, 23)","(31, 11)","(0, 30)","(6, 95)","(37, 36)","(52, 16)","(41, 0)","(13, 19)","(48, 17)","(7, 25)","(9, 89)","(30, 96)","(45, 39)"
"(37, 93)","(40, 54)","(39, 28)","(88, 12)","(6, 78)","(58, 16)","(70, 3)","(91, 36)","(36, 5)","(11, 46)","(0, 67)","(5, 73)","(27, 9)","(56, 34)","(52, 15)","(96, 50)","(23, 93)","(63, 11)","(94, 95)","(80, 30)","(7, 52)","(14, 69)","(30, 76)","(97, 63)","(2, 76)","(26, 81)","(12, 55)","(91, 56)","(7, 89)","(24, 36)","(15, 41)","(12, 50)","(0, 98)","(7, 69)","(33, 9)","(43, 12)","(30, 87)","(53, 5)","(55, 36)","(87, 18)","(26, 55)","(0, 100)","(1, 48)","(30, 49)","(5, 99)","(87, 33)","(99, 59)","(56, 32)","(30, 55)","(49, 35)","(14, 57)","(18, 90)","(45, 33)"
