-3.520999999999999908e+00,1.863599999999999923e+01,-6.206800000000000317e+00,-6.916999999999999538e-02,-1.267000000000000071e-01,3.213699999999999890e-01,-2.637500000000000000e+01,2.394899999999999807e+00,-3.549399999999999888e+00,-1.082399999999999949e+02,-1.855499999999999927e+00,2.710600000000000165e+01,-5.283100000000000129e+00
-2.986099999999999977e+00,-1.136400000000000077e+01,-2.996799999999999908e+00,-6.916999999999999538e-02,-1.669500000000000151e-02,-4.506299999999999750e-01,-1.207499999999999929e+01,7.035599999999999632e-01,-5.549400000000000333e+00,-1.012399999999999949e+02,2.544500000000000206e+00,3.894599999999999795e+01,-4.183099999999999596e+00
-1.813199999999999923e+00,-1.136400000000000077e+01,8.443199999999999150e+00,-6.916999999999999538e-02,5.030500000000000249e-02,-4.076299999999999923e-01,1.062500000000000000e+01,-1.369099999999999984e+00,-4.549400000000000333e+00,-5.237199999999999633e+00,-3.755500000000000060e+00,-1.290600000000000023e+02,-5.130599999999999605e-01
-1.603299999999999947e+00,-1.136400000000000077e+01,8.443199999999999150e+00,-6.916999999999999538e-02,5.030500000000000249e-02,1.644400000000000084e+00,2.762500000000000000e+01,-1.749100000000000099e+00,-4.549400000000000333e+00,-5.237199999999999633e+00,-3.755500000000000060e+00,1.262599999999999945e+01,-8.953099999999999170e+00
-3.388599999999999834e+00,1.136400000000000077e+00,-3.266799999999999926e+00,-6.916999999999999538e-02,-3.069500000000000006e-02,9.236600000000000366e-02,2.572500000000000142e+01,2.551699999999999857e+00,-4.549400000000000333e+00,-9.723699999999999477e+01,-3.255500000000000060e+00,3.584599999999999653e+01,7.796899999999999942e+00
6.311300000000000132e+00,-1.136400000000000077e+01,6.963199999999999612e+00,-6.916999999999999538e-02,1.852999999999999925e-01,-3.363399999999999723e-02,2.802499999999999858e+01,-1.596999999999999975e+00,1.445100000000000051e+01,2.577599999999999909e+02,1.744499999999999940e+00,3.184600000000000009e+01,3.786900000000000155e+00
-3.558699999999999974e+00,2.163599999999999923e+01,-8.956799999999999429e+00,-6.916999999999999538e-02,-8.269500000000000461e-02,3.313699999999999979e-01,-1.047499999999999964e+01,-4.250399999999999734e-01,-2.549399999999999888e+00,-1.862400000000000091e+02,-5.553400000000000003e-02,3.668599999999999994e+01,-3.723100000000000076e+00
-3.471999999999999975e+00,-1.136400000000000077e+01,-4.226799999999999891e+00,-6.916999999999999538e-02,-1.067000000000000032e-01,-1.156299999999999967e-01,-6.197500000000000142e+01,1.925899999999999945e+00,-6.549400000000000333e+00,-1.752400000000000091e+02,-5.555299999999999683e-01,2.669600000000000151e+01,-6.843099999999999739e+00
7.473900000000000432e+00,-1.136400000000000077e+01,6.963199999999999612e+00,-6.916999999999999538e-02,1.633000000000000007e-01,1.263700000000000101e-01,3.142500000000000071e+01,-1.936099999999999932e+00,1.445100000000000051e+01,2.577599999999999909e+02,1.744499999999999940e+00,-3.792399999999999949e+01,2.366899999999999782e+00
-1.458499999999999908e+00,-1.136400000000000077e+01,8.443199999999999150e+00,-6.916999999999999538e-02,3.163000000000000256e-01,-6.566300000000000470e-01,3.142500000000000071e+01,-2.278399999999999981e+00,-4.549400000000000333e+00,-5.237199999999999633e+00,-3.755500000000000060e+00,-1.874000000000000057e+02,3.996900000000000119e+00
