,input1,input2,output
0,-0.3101818354652116,1.3018462295649984,0.0
1,-3.0946030712061448,0.12372191423350658,0.0
2,-2.315907410511521,-0.461584604814709,0.0
3,1.383144774863942,0.9444794869904138,0.0
4,-0.15836873592636358,-0.24945858016094885,0.0
5,3.0304382674156045,-7.047323613057962,1.0
6,-0.9613694481598118,-1.6567151023219537,0.0
7,-2.6301983469660444,0.4627822555257742,0.0
8,-0.5062582226508116,-0.11610393903436653,0.0
9,2.2869044880033464,-7.320594275790741,1.0
10,-1.1906534935813993,-0.3948495140334503,0.0
11,-2.1043833394284506,0.052165079260974405,0.0
12,2.936445725831116,-5.03509517686967,1.0
13,1.0698434974756788,-5.178589092087329,1.0
14,-2.225435518830168,0.8443629764015471,0.0
15,-0.42340918338505906,-0.20829875557799488,0.0
16,1.0808865551300562,-4.807246150934784,1.0
17,2.699380483587817,-6.06122228744591,1.0
18,1.5940582728115165,-4.275631495130035,1.0
19,-1.309114444771709,-0.23346666154369272,0.0
20,-0.07914117621918104,0.3187276529430212,0.0
21,1.9851422966452972,-4.178594062975189,1.0
22,2.564008535073809,-6.284552297992527,1.0
23,0.5327792143584575,1.469358769900285,0.0
24,0.860197544573226,-4.2150424787595,1.0
25,-0.19943519656900321,0.07826017516166135,0.0
26,0.764052345967664,0.4001572083672233,0.0
27,-1.598653936922986,-1.1158969859603944,0.0
28,1.6344489100139628,-4.061907459094354,1.0
29,-2.306526851735317,1.658130679618188,0.0
30,1.3528185681522393,-4.527752849912151,1.0
31,2.4524890926396465,-4.902103854587373,1.0
32,-0.1374039886715489,-2.655619092974933,0.0
33,-0.13103651310320463,0.27687190584612803,0.0
34,-1.5028167006425384,2.4124536795437486,0.0
35,1.9414134488661392,-5.317543093930199,1.0
36,1.7586622085468955,-5.878190342810073,1.0
37,4.497200391587008,-7.245321648371402,1.0
38,-1.6343220936809635,-0.3627411659871381,0.0
39,1.49464168273559,-5.815791541993971,1.0
40,2.4768983689222224,-4.851550418619922,1.0
41,-2.048552965067093,-1.4200179371789752,0.0
42,3.4013448312919596,-5.41038179365787,1.0
43,-0.9022750322851444,0.5829536797532936,0.0
44,-1.9855107376841508,-1.4718350074635869,0.0
45,1.055631509175706,-4.761896852167688,1.0
46,-1.3090129690471222,-1.6760038063299767,0.0
47,0.31176997222856784,-5.112465982559553,1.0
48,2.2195095557930453,-4.606937066019908,1.0
49,1.4542880259822177,-6.884585844979448,1.0
50,1.8564204882836794,-5.382025448950383,1.0
51,3.22487056419366,-4.935143893656424,1.0
52,-0.6039932873383547,-1.0930615087305058,0.0
53,2.9304084961111165,-5.17531640232702,1.0
54,1.546195958947999,-4.596735459836753,1.0
55,4.014060154918468,-5.306765776027005,1.0
56,-0.5827966329699446,-6.15395036365201,1.0
57,-2.054628463985014,0.8202478373246812,0.0
58,-1.1181640451285697,-0.6801782039968504,0.0
59,2.0370057219101496,-4.232097592267296,1.0
60,2.972535789142537,-2.8661317527954626,1.0
61,-1.8707971491818818,-0.5788496647644155,0.0
62,-0.21367203789102385,-0.46641909673594306,0.0
63,0.36736547376550477,-6.567767724308454,1.0
64,-0.3062268473098675,-0.1595734381462669,0.0
65,0.8675579901499675,-0.977277879876411,0.0
66,-1.6878376110286823,-1.2140774030941206,0.0
67,1.1623219580920547,-5.59118310376443,1.0
68,0.09965959588711315,0.6552637307225978,0.0
69,-1.0281822283386548,0.42833187053041766,0.0
70,1.3399436798659172,-4.824181046703972,1.0
71,3.034409886481518,-5.996212640371066,1.0
72,0.39816395102746305,-5.88718094184504,1.0
73,-0.597658358822451,-0.6848100909403132,0.0
74,-0.22859405132315447,1.0294388287827672,0.0
75,-1.813364259204203,-1.466424327802514,0.0
76,-0.7200754009567618,-0.09815038964295794,0.0
77,0.18802979235230177,0.3169426119248496,0.0
78,3.078197303714238,-7.5591846663440965,1.0
79,2.9363985435524596,-5.52564059310194,1.0
80,-2.0707526215105423,1.0544517269311366,0.0
81,-2.424060908982532,-0.49331988336219407,0.0
82,-0.04991158247441063,-0.1513572082976979,0.0
83,2.7726948371023816,-6.661598291114563,1.0
84,2.2395827598563915,-5.369801166303803,1.0
85,-0.719558294683704,-0.9931236109295807,0.0
86,2.1979672899449674,-3.9180647815227347,1.0
87,0.9559123082506942,0.39009332268792646,0.0
88,1.500983362005817,-4.978648776156452,1.0
89,2.0122319836388174,-3.4307403854640954,1.0
90,1.9327243910770182,-6.318395869644734,1.0
91,-1.9128222254441587,1.117016288095853,0.0
92,1.2697546239876076,-1.4543656745987648,0.0
93,1.211330745490634,-3.9053616252879086,1.0
94,1.7775229897570797,-5.858919907807672,1.0
95,2.4481952844233126,-3.3038184271718394,1.0
96,0.5550598009266283,-6.210542994123352,1.0
97,-2.000215347389565,-1.5447710967776116,0.0
98,0.36757669793201675,-5.067134154614521,1.0
99,1.1632359492806899,1.336527949436392,0.0
100,-1.7047002758562337,0.9432607249694948,0.0
101,-2.7685384506770307,0.35548179274376907,0.0
102,2.4986902749098276,-3.952027844031947,1.0
103,2.507238951109615,-5.116229700387149,1.0
104,2.942468119220394,-5.267594746235348,1.0
105,3.4893559620744803,-4.478696251724286,1.0
106,-2.6138978475579515,-0.2127402802139687,0.0
107,-1.353431748757199,-1.6164741886510325,0.0
108,1.2077133381938552,-5.531605908011455,1.0
109,2.9409176145751132,-4.594795919677112,1.0
110,1.6384007192183803,-3.9354148638721482,1.0
111,2.0103493145662994,-4.279966240658347,1.0
112,-1.74475482204844,-0.8264385386590144,0.0
113,-2.0299352833089763,-0.34994336458910474,0.0
114,-2.270484998485734,0.9693967081580112,0.0
115,-0.0212620158942608,2.240893199201458,0.0
116,-1.6840108977372166,1.6595507961898721,0.0
117,-0.27090943782246313,0.12898291075741067,0.0
118,2.3300351145103115,-2.774055668261741,1.0
119,2.8126740421090424,-4.412740620600174,1.0
120,0.6402192744961863,-5.041400811557968,1.0
121,-1.1105406572324725,1.0201727117157997,0.0
122,1.8983027254451283,-4.980720615486923,1.0
123,2.051574942769889,-4.132723371191572,1.0
124,-3.2555642294021894,-1.0225068436356035,0.0
125,-0.22674702259740032,-1.1838806401933177,0.0
126,-0.9894999792791795,1.7858704939058352,0.0
127,-1.5428614760167179,0.4160500462614255,0.0
128,-1.65240858238702,-0.3909533751876011,0.0
129,-0.4761089761657944,0.08842208704466141,0.0
130,2.4811151263888354,-2.240644885978418,1.0
131,-0.8580468366792203,-0.3193284171450952,0.0
132,-1.692049847784391,1.5363770542457977,0.0
133,3.265077838088766,-4.788502987268122,1.0
134,-0.32770524298756454,0.40746183624111043,0.0
135,2.611927192731158,-6.341496725583043,1.0
136,0.7203108267957605,-5.585431204277772,1.0
137,1.8895105949340723,-6.6606998118692635,1.0
138,-0.9542414826985539,-0.1871838500258336,0.0
139,-0.2528116657953682,-1.188944955203736,0.0
140,1.1825069023837735,-6.4013472930393105,1.0
141,-1.045703960660235,0.2205076557571733,0.0
142,-0.08982109190740806,0.31721821519130206,0.0
143,-0.05274803222625202,-0.1550100930908342,0.0
144,1.0819952301809546,-4.747503372923128,1.0
145,3.181378601288286,-5.631903758005167,1.0
146,-1.4668455460527625,-1.4169061131262595,0.0
147,-3.01640662779976,-0.5394546333745014,0.0
148,-1.803409664173841,-0.6895497777502005,0.0
149,-2.1573552591908536,-0.3122922511256933,0.0
150,0.8523890551568647,-5.358114075479857,1.0
151,0.13940068454330068,-1.2348258203536526,0.0
152,-0.4214785022711216,0.349654456993174,0.0
153,-0.6235744688443705,-1.0994007905841945,0.0
154,2.406415493676206,-5.19317670154984,1.0
155,1.0610184273222147,-3.9829790085867556,1.0
156,1.14827080274641,-3.1772763998720404,1.0
157,2.354757693113218,-4.383113445606721,1.0
158,-0.06815162588569634,0.339964983801262,0.0
159,1.1968586126583718,-5.4643376914354915,1.0
160,-0.22820944878633265,0.8235041539637314,0.0
161,0.05429691683604121,-5.912783494135292,1.0
162,-0.6869322983490986,-0.8540957393017248,0.0
163,-0.7917250219231398,0.9766390364837128,0.0
164,-2.1268258087567435,-0.7306777528648248,0.0
165,-1.5973160689653627,-0.237921729736007,0.0
166,1.2342978055219138,-4.444213035917127,1.0
167,-1.3479121493261526,0.15634896910398005,0.0
168,-0.9505050183499093,0.49383677628095635,0.0
169,-2.252795360049926,0.7774903558319101,0.0
170,-0.8333265046274709,0.6350314368921064,0.0
171,0.6520745773708796,-5.761573388256559,1.0
172,3.0963468456657983,-5.234215801344536,1.0
173,2.3827324300122683,-5.034242280531954,1.0
174,1.551834637319292,-5.649337927730388,1.0
175,0.12663592210650698,-1.0799315083634233,0.0
176,0.9931682477010162,-3.318423283732672,1.0
177,0.5940370837321007,-5.59005764586954,1.0
178,-1.0859307669716127,0.19429293804577166,0.0
179,-0.4327097221473306,-0.2226751005151545,0.0
180,2.1833391992576012,-3.3290569672111427,1.0
181,2.324869615796186,-4.002882019208241,1.0
182,-0.5425843937790091,-0.9646120137337284,0.0
183,1.5936968695549374,-5.86404499110237,1.0
184,2.3644812492405056,-3.5286780438576617,1.0
185,0.49407907315760613,-0.20515826376580087,0.0
186,1.1434506917657905,-6.541587399671787,1.0
187,-0.13556380114049427,-0.7421650204064419,0.0
188,3.4111720638896115,-4.214196173168827,1.0
189,2.3083312459593452,-6.378083467064077,1.0
190,0.7733783406033845,-4.032553849949765,1.0
191,1.3993424423422116,-3.4477568199514392,1.0
192,2.2756006739840564,-3.5649506132108453,1.0
193,1.9253320217488503,-4.741283559770254,1.0
