Fix,GPS,22.5666145700,88.3621148500,-55.9815673828125,0.0,3.7900925,,1731487948000,0.080622576,,1123159729345538,2.5,0,,,
Fix,GPS,22.5666133000,88.3621140600,-56.167236328125,0.0,3.7900925,,1731487949000,0.080622576,,1123160729345538,2.5,0,,,
Fix,GPS,22.5666114200,88.3621126800,-56.358062744140625,0.0,3.7900925,,1731487950000,0.080622576,,1123161729345538,2.5,0,,,
Fix,GPS,22.5666092300,88.3621124500,-56.63092041015625,0.0,3.7900925,,1731487951000,0.080622576,,1123162729345538,2.5,0,,,
Fix,GPS,22.5666094300,88.3621123900,-56.5992431640625,0.0,3.7900925,,1731487952000,0.080622576,,1123163729345538,2.5,0,,,
Fix,GPS,22.5666080900,88.3621118200,-56.710418701171875,0.0,3.7900925,,1731487953000,0.080622576,,1123164729345538,2.5,0,,,
Fix,GPS,22.5666077800,88.3621106800,-56.93115234375,0.0,3.7900925,,1731487954000,0.080622576,,1123165729345538,2.5,0,,,
Fix,GPS,22.5666074500,88.3621095000,-56.7808837890625,0.0,3.7900925,,1731487955000,0.080622576,,1123166729345538,2.5,0,,,
Fix,GPS,22.5666066200,88.3621085100,-56.85797119140625,0.0,3.7900925,,1731487956000,0.080622576,,1123167729345538,2.5,0,,,
Fix,GPS,22.5666058100,88.3621073700,-56.70074462890625,0.0,3.7900925,,1731487957000,0.080622576,,1123168729345538,2.5,0,,,
Fix,GPS,22.5666054600,88.3621075100,-56.826171875,0.0,3.7900925,,1731487958000,0.080622576,,1123169729345538,2.5,0,,,
Fix,GPS,22.5666036200,88.3621094100,-56.74310302734375,0.0,3.7900925,,1731487959000,0.080622576,,1123170729345538,2.5,0,,,
Fix,GPS,22.5666022300,88.3621126400,-56.881927490234375,0.0,3.7900925,,1731487960000,0.080622576,,1123171729345538,2.5,0,,,
Fix,GPS,22.5666014200,88.3621159400,-56.95654296875,0.0,3.7900925,,1731487961000,0.080622576,,1123172729345538,2.5,0,,,
Fix,GPS,22.5666004100,88.3621192300,-56.9722900390625,0.0,3.7900925,,1731487962000,0.080622576,,1123173729345538,2.5,0,,,
Fix,GPS,22.5666004100,88.3621211000,-56.917388916015625,0.0,3.7900925,,1731487963000,0.080622576,,1123174729345538,2.5,0,,,
Fix,GPS,22.5666013800,88.3621212500,-56.59442138671875,0.0,3.7900925,,1731487964000,0.080622576,,1123175729345538,2.5,0,,,
Fix,GPS,22.5666025400,88.3621188200,-56.379302978515625,0.0,3.7900925,,1731487965000,0.080622576,,1123176729345538,2.5,0,,,
Fix,GPS,22.5666037000,88.3621163800,-56.333648681640625,0.0,3.7900925,,1731487966000,0.080622576,,1123177729345538,2.5,0,,,
Fix,GPS,22.5666056100,88.3621141300,-56.1065673828125,0.0,3.7900925,,1731487967000,0.080622576,,1123178729345538,2.5,0,,,
Fix,GPS,22.5666075100,88.3621141300,-55.783477783203125,0.0,3.7900925,,1731487968000,0.080622576,,1123179729345538,2.5,0,,,
Fix,GPS,22.5666093700,88.3621118900,-56.143341064453125,0.0,3.7900925,,1731487969000,0.080622576,,1123180729345538,2.5,0,,,
Fix,GPS,22.5666098100,88.3621102600,-56.16705322265625,0.0,3.7900925,,1731487970000,0.080622576,,1123181729345538,2.5,0,,,
Fix,GPS,22.5666099500,88.3621095000,-56.19256591796875,0.0,3.7900925,,1731487971000,0.080622576,,1123182729345538,2.5,0,,,
Fix,GPS,22.5666107200,88.3621087600,-56.314727783203125,0.0,3.7900925,,1731487972000,0.080622576,,1123183729345538,2.5,0,,,
Fix,GPS,22.5666116500,88.3621073100,-56.55377197265625,0.0,3.7900925,,1731487973000,0.080622576,,1123184729345538,2.5,0,,,
Fix,GPS,22.5666122600,88.3621070900,-55.993499755859375,0.0,3.7900925,,1731487974000,0.080622576,,1123185729345538,2.5,0,,,
Fix,GPS,22.5666140300,88.3621071200,-55.838470458984375,0.0,3.7900925,,1731487975000,0.82680106,,1123186729345538,2.5,0,,,
Fix,GPS,22.5666149800,88.3621083700,-55.924530029296875,0.0,3.7900925,,1731487976000,0.080622576,,1123187729345538,2.5,0,,,
Fix,GPS,22.5666154300,88.3621093900,-55.627105712890625,0.0,3.7900925,,1731487977000,0.080622576,,1123188729345538,2.5,0,,,
Fix,GPS,22.5666167300,88.3621094600,-55.3946533203125,0.0,3.7900925,,1731487978000,0.080622576,,1123189729345538,2.5,0,,,
Fix,GPS,22.5666189800,88.3621080100,-55.491790771484375,0.0,3.7900925,,1731487979000,0.080622576,,1123190729345538,2.5,0,,,
Fix,GPS,22.5666189400,88.3621061700,-55.571380615234375,0.0,3.7900925,,1731487980000,0.080622576,,1123191729345538,2.5,0,,,
Fix,GPS,22.5666186800,88.3621056900,-55.40496826171875,0.0,3.7900925,,1731487981000,0.080622576,,1123192729345538,2.5,0,,,
Fix,GPS,22.5666181900,88.3621055600,-55.084869384765625,0.0,3.7900925,,1731487982000,0.080622576,,1123193729345538,2.5,0,,,
Fix,GPS,22.5666185800,88.3621046900,-55.11474609375,0.0,3.7900925,,1731487983000,0.080622576,,1123194729345538,2.5,0,,,
Fix,GPS,22.5666202500,88.3621037200,-55.066314697265625,0.0,3.7900925,,1731487984000,0.086023256,,1123195729345538,2.5,0,,,
Fix,GPS,22.5666225200,88.3621025800,-55.544281005859375,0.0,3.7900925,,1731487985000,0.080622576,,1123196729345538,2.5,0,,,
Fix,GPS,22.5666252600,88.3621047200,-55.604766845703125,0.0,3.7900925,,1731487986000,0.080622576,,1123197729345538,2.5,0,,,
Fix,GPS,22.5666263600,88.3621074000,-55.384613037109375,0.0,3.7900925,,1731487987000,0.080622576,,1123198729345538,2.5,0,,,
Fix,GPS,22.5666270300,88.3621069200,-55.649444580078125,0.0,3.7900925,,1731487988000,0.080622576,,1123199729345538,2.5,0,,,
Fix,GPS,22.5666275200,88.3621055000,-55.71026611328125,0.0,3.7900925,,1731487989000,0.080622576,,1123200729345538,2.5,0,,,
Fix,GPS,22.5666266200,88.3621043400,-55.682403564453125,0.0,3.7900925,,1731487990000,0.080622576,,1123201729345538,2.5,0,,,
Fix,GPS,22.5666269600,88.3621043700,-55.808380126953125,0.0,3.7900925,,1731487991000,0.080622576,,1123202729345538,2.5,0,,,
Fix,GPS,22.5666255200,88.3621046400,-55.9681396484375,0.0,3.7900925,,1731487992000,0.080622576,,1123203729345538,2.5,0,,,
Fix,GPS,22.5666221000,88.3621049800,-56.149993896484375,0.0,3.7900925,,1731487993000,0.080622576,,1123204729345538,2.5,0,,,
Fix,GPS,22.5666222000,88.3621070400,-56.0560302734375,0.0,3.7900925,,1731487994000,0.080622576,,1123205729345538,2.5,0,,,
Fix,GPS,22.5666234600,88.3621077200,-55.845062255859375,0.0,3.7900925,,1731487995000,0.080622576,,1123206729345538,2.5,0,,,
Fix,GPS,22.5666260200,88.3621077200,-56.12847900390625,0.0,3.7900925,,1731487996000,0.82680106,,1123207729345538,2.5,0,,,
Fix,GPS,22.5666286100,88.3621069100,-55.992401123046875,0.0,3.7900925,,1731487997000,0.086023256,,1123208729345538,2.5,0,,,
Fix,GPS,22.5666295300,88.3621056900,-55.6788330078125,0.0,3.7900925,,1731487998000,0.080622576,,1123209729345538,2.5,0,,,
Fix,GPS,22.5666287700,88.3621051300,-56.041046142578125,0.0,3.7900925,,1731487999000,0.080622576,,1123210729345538,2.5,0,,,
Fix,GPS,22.5666272900,88.3621048500,-56.53851318359375,0.0,3.7900925,,1731488000000,0.080622576,,1123211729345538,2.5,0,,,
Fix,GPS,22.5666267300,88.3621038600,-56.31982421875,0.0,3.7900925,,1731488001000,0.080622576,,1123212729345538,2.5,0,,,
Fix,GPS,22.5666252600,88.3621036100,-56.39776611328125,0.0,3.7900925,,1731488002000,0.080622576,,1123213729345538,2.5,0,,,
Fix,GPS,22.5666244600,88.3621034300,-56.402099609375,0.0,3.7900925,,1731488003000,0.080622576,,1123214729345538,2.5,0,,,
Fix,GPS,22.5666246900,88.3621032600,-56.63665771484375,0.0,3.7900925,,1731488004000,0.080622576,,1123215729345538,2.5,0,,,
Fix,GPS,22.5666251700,88.3621036600,-56.720611572265625,0.0,3.7900925,,1731488005000,0.080622576,,1123216729345538,2.5,0,,,
Fix,GPS,22.5666258900,88.3621037000,-56.550384521484375,0.0,3.7900925,,1731488006000,0.080622576,,1123217729345538,2.5,0,,,
Fix,GPS,22.5666258500,88.3621043500,-56.45831298828125,0.0,3.7900925,,1731488007000,0.080622576,,1123218729345538,2.5,0,,,
Fix,GPS,22.5666253700,88.3621037600,-56.119384765625,0.0,3.7900925,,1731488008000,0.080622576,,1123219729345538,2.5,0,,,
Fix,GPS,22.5666234900,88.3621052700,-55.90631103515625,0.0,3.7900925,,1731488009000,0.080622576,,1123220729345538,2.5,0,,,
Fix,GPS,22.5666230800,88.3621082700,-55.8262939453125,0.0,3.7900925,,1731488010000,0.080622576,,1123221729345538,2.5,0,,,
Fix,GPS,22.5666231900,88.3621099100,-55.611328125,0.0,3.7900925,,1731488011000,0.080622576,,1123222729345538,2.5,0,,,
Fix,GPS,22.5666236600,88.3621103800,-55.316680908203125,0.0,3.7900925,,1731488012000,0.080622576,,1123223729345538,2.5,0,,,
Fix,GPS,22.5666233700,88.3621105500,-55.439056396484375,0.0,3.7900925,,1731488013000,0.080622576,,1123224729345538,2.5,0,,,
Fix,GPS,22.5666214300,88.3621117900,-55.18951416015625,0.0,3.7900925,,1731488014000,0.080622576,,1123225729345538,2.5,0,,,
Fix,GPS,22.5666207300,88.3621127100,-55.10430908203125,0.0,3.7900925,,1731488015000,0.080622576,,1123226729345538,2.5,0,,,
Fix,GPS,22.5666204900,88.3621139800,-54.676422119140625,0.0,3.7900925,,1731488016000,0.080622576,,1123227729345538,2.5,0,,,
Fix,GPS,22.5666227100,88.3621134400,-54.888427734375,0.0,3.7900925,,1731488017000,0.080622576,,1123228729345538,2.5,0,,,
Fix,GPS,22.5666247000,88.3621131800,-54.951141357421875,0.0,3.7900925,,1731488018000,0.82680106,,1123229729345538,2.5,0,,,
