,input1,input2,output
0,10.689818164534788,-13.698153770435002,0.0
1,7.905396928793856,-14.876278085766494,0.0
2,8.684092589488479,-15.461584604814709,0.0
3,12.383144774863942,-14.055520513009586,0.0
4,10.841631264073637,-15.24945858016095,0.0
5,0.030438267415604736,-13.047323613057962,1.0
6,10.038630551840187,-16.656715102321954,0.0
7,8.369801653033955,-14.537217744474226,0.0
8,10.493741777349188,-15.116103939034366,0.0
9,-0.7130955119966536,-13.320594275790741,1.0
10,9.809346506418601,-15.394849514033451,0.0
11,8.89561666057155,-14.947834920739025,0.0
12,-0.06355427416888415,-11.035095176869671,1.0
13,-1.9301565025243212,-11.178589092087329,1.0
14,8.774564481169833,-14.155637023598453,0.0
15,10.57659081661494,-15.208298755577994,0.0
16,-1.9191134448699438,-10.807246150934784,1.0
17,-0.3006195164121829,-12.06122228744591,1.0
18,-1.4059417271884835,-10.275631495130035,1.0
19,9.690885555228292,-15.233466661543693,0.0
20,10.920858823780819,-14.681272347056979,0.0
21,-1.0148577033547028,-10.178594062975188,1.0
22,-0.4359914649261909,-12.284552297992526,1.0
23,11.532779214358458,-13.530641230099715,0.0
24,-2.139802455426774,-10.2150424787595,1.0
25,10.800564803430996,-14.921739824838339,0.0
26,11.764052345967665,-14.599842791632776,0.0
27,9.401346063077014,-16.115896985960394,0.0
28,-1.3655510899860372,-10.061907459094355,1.0
29,8.693473148264683,-13.341869320381813,0.0
30,-1.6471814318477607,-10.52775284991215,1.0
31,-0.5475109073603536,-10.902103854587374,1.0
32,10.862596011328451,-17.655619092974934,0.0
33,10.868963486896796,-14.723128094153871,0.0
34,9.497183299357461,-12.587546320456251,0.0
35,-1.0585865511338608,-11.3175430939302,1.0
36,-1.2413377914531045,-11.878190342810074,1.0
37,1.4972003915870071,-13.245321648371402,1.0
38,9.365677906319036,-15.362741165987138,0.0
39,-1.50535831726441,-11.81579154199397,1.0
40,-0.5231016310777776,-10.851550418619922,1.0
41,8.951447034932908,-16.420017937178976,0.0
42,0.40134483129195964,-11.410381793657871,1.0
43,10.097724967714855,-14.417046320246707,0.0
44,9.01448926231585,-16.471835007463586,0.0
45,-1.944368490824294,-10.761896852167688,1.0
46,9.690987030952877,-16.676003806329977,0.0
47,-2.688230027771432,-11.112465982559552,1.0
48,-0.7804904442069547,-10.606937066019908,1.0
49,-1.5457119740177823,-12.884585844979448,1.0
50,-1.1435795117163206,-11.382025448950383,1.0
51,0.2248705641936597,-10.935143893656424,1.0
52,10.396006712661645,-16.093061508730507,0.0
53,-0.06959150388888369,-11.17531640232702,1.0
54,-1.453804041052001,-10.596735459836752,1.0
55,1.014060154918468,-11.306765776027005,1.0
56,-3.5827966329699446,-12.15395036365201,1.0
57,8.945371536014987,-14.17975216267532,0.0
58,9.88183595487143,-15.680178203996851,0.0
59,-0.9629942780898505,-10.232097592267296,1.0
60,-0.02746421085746309,-8.866131752795463,1.0
61,9.129202850818118,-15.578849664764416,0.0
62,10.786327962108976,-15.466419096735944,0.0
63,-2.6326345262344955,-12.567767724308453,1.0
64,10.693773152690133,-15.159573438146268,0.0
65,11.867557990149967,-15.97727787987641,0.0
66,9.312162388971318,-16.21407740309412,0.0
67,-1.8376780419079453,-11.591183103764429,1.0
68,11.099659595887113,-14.344736269277401,0.0
69,9.971817771661344,-14.571668129469582,0.0
70,-1.6600563201340828,-10.824181046703972,1.0
71,0.034409886481518104,-11.996212640371066,1.0
72,-2.6018360489725367,-11.88718094184504,1.0
73,10.402341641177548,-15.684810090940314,0.0
74,10.771405948676845,-13.970561171217232,0.0
75,9.186635740795797,-16.466424327802514,0.0
76,10.279924599043238,-15.098150389642958,0.0
77,11.188029792352301,-14.68305738807515,0.0
78,0.07819730371423783,-13.559184666344096,1.0
79,-0.06360145644754045,-11.52564059310194,1.0
80,8.929247378489457,-13.945548273068864,0.0
81,8.575939091017469,-15.493319883362194,0.0
82,10.95008841752559,-15.151357208297698,0.0
83,-0.22730516289761826,-12.661598291114563,1.0
84,-0.7604172401436087,-11.369801166303803,1.0
85,10.280441705316296,-15.993123610929581,0.0
86,-0.8020327100550325,-9.918064781522734,1.0
87,11.955912308250694,-14.609906677312074,0.0
88,-1.499016637994183,-10.97864877615645,1.0
89,-0.9877680163611826,-9.430740385464096,1.0
90,-1.0672756089229818,-12.318395869644734,1.0
91,9.087177774555842,-13.882983711904147,0.0
