,x1,x2,label
0,0.2583274997,-1.0817875431,0
1,-0.0799830523,-0.0150423775,1
2,-0.9347516594,-0.0602236982,0
3,-0.1077073567,0.0762764683,1
4,-0.0455526148,-0.0127692416,1
5,0.0891669815,0.0520510821,1
6,0.0691292225,0.0864704846,1
7,-0.0914540364,0.0515767645,1
8,-0.1118672265,-0.9871785458,0
9,-0.0181854528,-0.0645909099,1
10,0.0974539895,-0.0298663643,1
11,0.0165677752,0.1415001668,1
12,-0.0660935199,-1.0279965565,0
13,0.0807689498,0.1195667239,1
14,-0.1189219224,-0.9053690451,0
15,0.5913551696,0.8620084339,0
16,0.520839892,-0.8184124097,0
17,0.0517135532,-0.1003273662,1
18,0.0310122787,0.0263203279,1
19,0.1315290475,0.0214117274,1
20,-0.3995540127,0.8934627886,0
21,-0.0256168038,0.1539092541,1
22,-0.0645192352,1.0117988326,0
23,0.6184253177,-0.755924732,0
24,-0.8900454381,-0.4768053833,0
25,-0.1893463327,1.0074527782,0
26,0.0206346645,0.0118872414,1
27,-0.731048247,-0.6295234293,0
28,-0.9527645621,0.2131266673,0
29,0.1827571748,-0.0163163943,1
30,0.061930991,-0.0031217277,1
31,-0.0739216504,-0.0657020933,1
32,-0.9205723758,0.4711690353,0
33,-0.087335036,-0.0485345274,1
34,-0.977802055,0.1320465277,0
35,-0.0922026363,0.0586666499,1
36,-0.9234369499,0.1581231978,0
37,-0.196341681,-0.9415362203,0
38,-0.0538000985,-0.102842051,1
39,0.3267613871,0.9362594504,0
40,-0.1352242685,0.966793231,0
41,0.0083623784,-0.0797094746,1
42,0.8752618246,0.533606395,0
43,0.0128152309,0.161372878,1
44,0.0751042544,-0.1128006688,1
45,-0.0413648762,0.0083266531,1
46,0.0866355294,-0.1301015096,1
47,0.3989635334,-0.9014646343,0
48,0.2177918899,1.0139415206,0
49,-0.9871663659,0.0186402197,0
50,0.4889893382,0.8668039694,0
51,-0.6720647777,0.8468226607,0
52,-0.0893684464,0.0274958774,1
53,0.6703124885,0.8457906117,0
54,0.6981317421,-0.7235487784,0
55,0.8592314168,0.545942335,0
56,0.0735716416,-0.0750316797,1
57,0.0818469383,-0.072924138,1
58,0.0435523414,-0.0532907064,1
